styrk08,platform,date_start,usage_pct,automation_share,augmentation_share,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share,n_classified,n_soc_matched,n_tasks_matched
3240,claude_ai,2025-11-13,0.044206,0.311409,0.688591,0.235074,0.076336,0.0,0.0,0.688591,318.0,2,5
3251,claude_ai,2025-11-13,0.011501,0.457944,0.542056,0.457944,0.0,0.242991,0.0,0.299065,107.0,1,2
3256,claude_ai,2025-11-13,0.031404,0.258197,0.741803,0.258197,0.0,0.118852,0.0,0.622951,244.0,1,4
3257,claude_ai,2025-11-13,0.017402,0.134615,0.865385,0.134615,0.0,0.108974,0.0,0.75641,94.0,2,8
3259,claude_ai,2025-11-13,0.248131,0.234825,0.765175,0.228191,0.006634,0.085024,0.006634,0.673517,2023.0,7,26
3311,claude_ai,2025-11-13,0.416202,0.392069,0.607931,0.387103,0.004966,0.349617,0.009933,0.248381,3607.5,2,32
3312,claude_ai,2025-11-13,0.464358,0.267506,0.732494,0.232237,0.035269,0.232234,0.037871,0.462388,4135.0,2,29
3313,claude_ai,2025-11-13,0.136017,0.557726,0.442274,0.523979,0.033748,0.293961,0.043517,0.104796,1126.0,1,12
3315,claude_ai,2025-11-13,0.043905,0.317757,0.682243,0.317757,0.0,0.182243,0.0,0.5,124.0,2,16
3321,claude_ai,2025-11-13,0.092362,0.549854,0.450146,0.549854,0.0,0.231559,0.0,0.218587,573.5,3,17
3322,claude_ai,2025-11-13,0.713839,0.304835,0.695165,0.289508,0.015327,0.237571,0.014044,0.44355,6419.5,4,36
3323,claude_ai,2025-11-13,0.044606,0.824701,0.175299,0.824701,0.0,0.087649,0.0,0.087649,268.0,2,12
3324,claude_ai,2025-11-13,0.440705,0.493447,0.506553,0.490136,0.003311,0.233078,0.006622,0.266853,3686.5,3,40
3331,claude_ai,2025-11-13,0.030604,0.58086,0.41914,0.58086,0.0,0.267241,0.0,0.151899,137.0,2,9
3332,claude_ai,2025-11-13,0.040505,0.408304,0.591696,0.408304,0.0,0.591696,0.0,0.0,289.0,1,6
3333,claude_ai,2025-11-13,0.123915,0.494405,0.505595,0.494405,0.0,0.460834,0.0,0.044761,983.0,1,15
3334,claude_ai,2025-11-13,0.366296,0.388725,0.611275,0.38312,0.005605,0.468993,0.008465,0.133817,3038.5,4,40
3339,claude_ai,2025-11-13,0.992574,0.368708,0.631292,0.358817,0.009891,0.448288,0.021092,0.161912,8089.5,7,103
3341,claude_ai,2025-11-13,0.283835,0.329973,0.670027,0.312912,0.017061,0.523459,0.0981,0.048468,2579.0,1,16
3342,claude_ai,2025-11-13,0.022903,0.797619,0.202381,0.797619,0.0,0.202381,0.0,0.0,168.0,1,4
3343,claude_ai,2025-11-13,0.305338,0.678755,0.321245,0.671727,0.007029,0.279261,0.032295,0.009688,2888.0,2,10
3351,claude_ai,2025-11-13,0.144518,0.348565,0.651435,0.348565,0.0,0.177532,0.007278,0.466625,1084.0,3,23
3352,claude_ai,2025-11-13,0.023003,0.104575,0.895425,0.104575,0.0,0.0,0.0,0.895425,153.0,1,4
3353,claude_ai,2025-11-13,0.179322,0.360273,0.639727,0.360273,0.0,0.317265,0.024806,0.297656,1492.0,2,20
3354,claude_ai,2025-11-13,0.190224,0.448662,0.551338,0.448662,0.0,0.269318,0.010917,0.271104,1460.0,2,30
3355,claude_ai,2025-11-13,0.089411,0.173588,0.826412,0.158638,0.01495,0.047342,0.024086,0.754983,630.0,2,16
3359,claude_ai,2025-11-13,0.006101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1,3
3411,claude_ai,2025-11-13,0.124916,0.354424,0.645576,0.354424,0.0,0.3443,0.034829,0.266447,1043.0,4,14
3412,claude_ai,2025-11-13,0.016502,0.314286,0.685714,0.314286,0.0,0.0,0.0,0.685714,70.0,1,4
3422,claude_ai,2025-11-13,0.39628,0.204784,0.795216,0.165396,0.039388,0.1624,0.027071,0.605745,3712.7,3,24
3423,claude_ai,2025-11-13,0.600205,0.277777,0.722223,0.263978,0.013799,0.218164,0.031389,0.47267,5121.7,4,32
3431,claude_ai,2025-11-13,0.090511,0.475888,0.524112,0.428934,0.046954,0.46066,0.0,0.063452,788.0,1,5
3432,claude_ai,2025-11-13,0.07851,0.287912,0.712088,0.265777,0.022135,0.597385,0.0,0.114703,561.0,3,12
3433,claude_ai,2025-11-13,0.177022,0.53456,0.46544,0.523344,0.011216,0.289166,0.006729,0.169545,1417.0,3,15
3434,claude_ai,2025-11-13,0.063008,0.470173,0.529827,0.440138,0.030035,0.420286,0.0,0.109541,512.0,2,7
3511,claude_ai,2025-11-13,0.296437,0.544489,0.455511,0.227755,0.316734,0.060417,0.05639,0.338704,2731.0,1,6
3512,claude_ai,2025-11-13,0.279535,0.56997,0.43003,0.239788,0.330182,0.121785,0.012859,0.295386,2644.0,1,9
3513,claude_ai,2025-11-13,0.283235,0.523543,0.476457,0.22571,0.297833,0.124066,0.026158,0.326233,2676.0,1,9
3514,claude_ai,2025-11-13,5.251556,0.660171,0.339829,0.299952,0.360219,0.174217,0.017504,0.148109,51149.5,2,33
3521,claude_ai,2025-11-13,0.113614,0.43767,0.56233,0.433972,0.003698,0.460577,0.0,0.101752,788.0,4,23
3522,claude_ai,2025-11-13,0.08341,0.399701,0.600299,0.263473,0.136228,0.242515,0.047904,0.30988,668.0,1,8
4110,claude_ai,2025-11-13,1.285161,0.638859,0.361141,0.456514,0.182345,0.195716,0.012658,0.152767,12190.0,2,14
4131,claude_ai,2025-11-13,0.364046,0.605423,0.394577,0.58004,0.025382,0.355062,0.021056,0.01846,3467.0,1,10
4132,claude_ai,2025-11-13,0.021403,0.709845,0.290155,0.595855,0.11399,0.160622,0.129534,0.0,193.0,1,2
4211,claude_ai,2025-11-13,0.008101,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1,4
4212,claude_ai,2025-11-13,0.060508,0.426639,0.573361,0.426639,0.0,0.399948,0.0,0.173412,214.0,2,7
4214,claude_ai,2025-11-13,0.108114,0.324708,0.675292,0.324708,0.0,0.568626,0.0,0.106667,834.0,2,18
4221,claude_ai,2025-11-13,0.262983,0.456282,0.543718,0.447474,0.008808,0.394629,0.002936,0.146153,2202.5,3,19
4222,claude_ai,2025-11-13,0.195924,0.563069,0.436931,0.550344,0.012725,0.342021,0.0,0.09491,1545.0,2,18
4223,claude_ai,2025-11-13,0.032704,0.451054,0.548946,0.451054,0.0,0.496459,0.052486,0.0,252.0,2,5
4224,claude_ai,2025-11-13,0.088911,0.546922,0.453078,0.521402,0.02552,0.355125,0.0,0.097953,745.0,2,8
4225,claude_ai,2025-11-13,0.357445,0.534546,0.465454,0.534546,0.0,0.445961,0.019492,0.0,3321.0,2,15
4226,claude_ai,2025-11-13,0.072609,0.636213,0.363787,0.636213,0.0,0.363787,0.0,0.0,602.0,1,8
4227,claude_ai,2025-11-13,0.048106,0.608696,0.391304,0.554348,0.054348,0.236413,0.154891,0.0,368.0,1,5
4229,claude_ai,2025-11-13,0.062008,0.317708,0.682292,0.317708,0.0,0.244792,0.027778,0.409722,576.0,1,3
4311,claude_ai,2025-11-13,0.184723,0.537222,0.462778,0.496032,0.04119,0.303515,0.106865,0.052398,1455.0,2,21
4312,claude_ai,2025-11-13,0.120715,0.46449,0.53551,0.46449,0.0,0.309033,0.0,0.226477,804.0,5,21
4313,claude_ai,2025-11-13,0.018302,0.435374,0.564626,0.435374,0.0,0.394558,0.0,0.170068,147.0,1,3
4321,claude_ai,2025-11-13,0.063208,0.581886,0.418114,0.556772,0.025114,0.262636,0.0,0.155478,491.0,3,8
4322,claude_ai,2025-11-13,0.008801,0.651163,0.348837,0.651163,0.0,0.348837,0.0,0.0,43.0,1,2
4323,claude_ai,2025-11-13,0.005901,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1,2
4411,claude_ai,2025-11-13,0.153419,0.575008,0.424992,0.558185,0.016824,0.217261,0.022849,0.184881,1331.0,2,12
4412,claude_ai,2025-11-13,0.018902,0.427711,0.572289,0.427711,0.0,0.572289,0.0,0.0,166.0,1,3
4413,claude_ai,2025-11-13,0.044806,0.270642,0.729358,0.270642,0.0,0.513761,0.215596,0.0,436.0,1,1
4415,claude_ai,2025-11-13,0.026803,0.638384,0.361616,0.638384,0.0,0.116667,0.0,0.244949,200.0,2,4
4416,claude_ai,2025-11-13,0.123315,0.43778,0.56222,0.43778,0.0,0.423456,0.0,0.138765,1117.0,1,8
5111,claude_ai,2025-11-13,0.019902,0.47619,0.52381,0.47619,0.0,0.109524,0.0,0.414286,147.0,2,6
5112,claude_ai,2025-11-13,0.013402,0.47619,0.52381,0.47619,0.0,0.219048,0.0,0.304762,105.0,1,4
5113,claude_ai,2025-11-13,0.283035,0.493666,0.506334,0.47997,0.013696,0.25545,0.023599,0.227285,1955.0,3,15
5120,claude_ai,2025-11-13,0.101013,0.75348,0.24652,0.728866,0.024614,0.173063,0.0,0.073457,816.0,4,13
5131,claude_ai,2025-11-13,0.022003,0.458101,0.541899,0.458101,0.0,0.24581,0.0,0.296089,179.0,1,3
5132,claude_ai,2025-11-13,0.010201,0.528302,0.471698,0.528302,0.0,0.0,0.0,0.471698,53.0,1,2
5141,claude_ai,2025-11-13,0.272134,0.402312,0.597688,0.388617,0.013696,0.276869,0.047564,0.273254,1968.0,3,15
5142,claude_ai,2025-11-13,0.282435,0.366387,0.633613,0.35817,0.008217,0.321122,0.028538,0.283953,1961.0,5,20
5151,claude_ai,2025-11-13,0.086111,0.469799,0.530201,0.412081,0.057718,0.324832,0.0,0.205369,745.0,1,7
5152,claude_ai,2025-11-13,0.086111,0.469799,0.530201,0.412081,0.057718,0.324832,0.0,0.205369,745.0,1,7
5163,claude_ai,2025-11-13,0.027453,0.585346,0.414654,0.585346,0.0,0.356683,0.0,0.057971,192.0,2,6
5164,claude_ai,2025-11-13,0.258732,0.448025,0.551975,0.351145,0.096879,0.10019,0.035398,0.416388,1844.0,2,14
5165,claude_ai,2025-11-13,0.32097,0.252801,0.747199,0.238692,0.014109,0.197957,0.054758,0.494484,3118.7,1,13
5169,claude_ai,2025-11-13,0.410451,0.47028,0.52972,0.454557,0.015723,0.451609,0.022999,0.055111,3370.0,4,15
5211,claude_ai,2025-11-13,0.16262,0.37808,0.62192,0.346304,0.031777,0.235409,0.016861,0.36965,1542.0,1,5
5212,claude_ai,2025-11-13,0.16262,0.37808,0.62192,0.346304,0.031777,0.235409,0.016861,0.36965,1542.0,1,5
5221,claude_ai,2025-11-13,0.033204,0.459259,0.540741,0.459259,0.0,0.477778,0.062963,0.0,270.0,1,3
5222,claude_ai,2025-11-13,0.061058,0.441069,0.558931,0.402187,0.038882,0.465371,0.0,0.09356,411.5,1,8
5223,claude_ai,2025-11-13,0.291436,0.412696,0.587304,0.39503,0.017666,0.179811,0.005678,0.401815,1634.0,2,10
5230,claude_ai,2025-11-13,0.64128,0.446169,0.553831,0.404032,0.042137,0.137702,0.066129,0.35,4960.0,1,5
5242,claude_ai,2025-11-13,0.072609,0.503145,0.496855,0.503145,0.0,0.389937,0.0,0.106918,636.0,1,7
5243,claude_ai,2025-11-13,0.16262,0.37808,0.62192,0.346304,0.031777,0.235409,0.016861,0.36965,1542.0,1,5
5244,claude_ai,2025-11-13,0.027103,0.340807,0.659193,0.340807,0.0,0.345291,0.0,0.313901,223.0,1,3
5245,claude_ai,2025-11-13,0.013002,0.408163,0.591837,0.408163,0.0,0.0,0.0,0.591837,49.0,1,5
5246,claude_ai,2025-11-13,0.025703,0.421569,0.578431,0.421569,0.0,0.0,0.0,0.578431,119.0,2,5
5249,claude_ai,2025-11-13,0.115814,0.413923,0.586077,0.381938,0.031985,0.365945,0.034807,0.185325,1063.0,1,6
5311,claude_ai,2025-11-13,0.302338,0.496019,0.503981,0.475476,0.020544,0.324201,0.055896,0.123883,2265.0,2,16
5312,claude_ai,2025-11-13,0.169958,0.463923,0.536077,0.450054,0.013869,0.213594,0.048713,0.273769,1586.3,1,10
5321,claude_ai,2025-11-13,0.023003,0.221154,0.778846,0.221154,0.0,0.0,0.0,0.778846,129.0,2,5
5322,claude_ai,2025-11-13,0.451756,0.314342,0.685658,0.300646,0.013696,0.237382,0.052364,0.395912,3776.0,3,15
5329,claude_ai,2025-11-13,0.065808,0.323422,0.676578,0.323422,0.0,0.342019,0.013787,0.320772,621.0,2,6
5411,claude_ai,2025-11-13,0.004301,0.609756,0.390244,0.609756,0.0,0.390244,0.0,0.0,41.0,1,2
5413,claude_ai,2025-11-13,0.176322,0.358868,0.641132,0.311249,0.047619,0.079365,0.017943,0.543823,1449.0,1,1
5414,claude_ai,2025-11-13,0.004901,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1,1
5419,claude_ai,2025-11-13,0.043305,0.529431,0.470569,0.529431,0.0,0.260122,0.0,0.210447,225.0,3,9
6113,claude_ai,2025-11-13,0.042605,0.592179,0.407821,0.592179,0.0,0.089385,0.0,0.318436,179.0,1,3
7114,claude_ai,2025-11-13,0.014302,0.16875,0.83125,0.16875,0.0,0.1125,0.0,0.71875,99.0,2,3
7119,claude_ai,2025-11-13,0.034404,0.684834,0.315166,0.620853,0.063981,0.135071,0.0,0.180095,228.0,2,8
7123,claude_ai,2025-11-13,0.009901,0.376812,0.623188,0.376812,0.0,0.318841,0.0,0.304348,69.0,1,3
7126,claude_ai,2025-11-13,0.044906,0.487805,0.512195,0.382114,0.105691,0.162602,0.0,0.349593,246.0,1,9
7127,claude_ai,2025-11-13,0.035504,0.315217,0.684783,0.315217,0.0,0.304891,0.0,0.379891,172.0,2,9
7213,claude_ai,2025-11-13,0.006901,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,1,1
7222,claude_ai,2025-11-13,0.341743,0.681574,0.318426,0.352415,0.329159,0.186047,0.053667,0.078712,3354.0,1,4
7223,claude_ai,2025-11-13,0.043205,0.79078,0.20922,0.79078,0.0,0.04878,0.0,0.16044,228.0,4,8
7231,claude_ai,2025-11-13,0.037405,0.298498,0.701502,0.298498,0.0,0.061594,0.0,0.639907,198.0,3,14
7232,claude_ai,2025-11-13,0.015702,0.630435,0.369565,0.630435,0.0,0.184783,0.0,0.184783,92.0,1,4
7233,claude_ai,2025-11-13,0.063908,0.665948,0.334052,0.440644,0.225304,0.104018,0.0,0.230033,530.0,3,8
7234,claude_ai,2025-11-13,0.015702,0.630435,0.369565,0.630435,0.0,0.184783,0.0,0.184783,92.0,1,4
7311,claude_ai,2025-11-13,0.022203,0.815217,0.184783,0.815217,0.0,0.092391,0.0,0.092391,135.0,2,6
7312,claude_ai,2025-11-13,0.015702,0.630435,0.369565,0.630435,0.0,0.184783,0.0,0.184783,92.0,1,4
7313,claude_ai,2025-11-13,0.012802,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,1,4
7314,claude_ai,2025-11-13,0.075009,0.549078,0.450922,0.549078,0.0,0.241811,0.179245,0.029865,572.0,2,5
7315,claude_ai,2025-11-13,0.008501,0.641509,0.358491,0.641509,0.0,0.0,0.358491,0.0,53.0,1,2
7317,claude_ai,2025-11-13,0.066508,0.456647,0.543353,0.456647,0.0,0.483622,0.0,0.05973,519.0,1,3
7319,claude_ai,2025-11-13,0.066508,0.456647,0.543353,0.456647,0.0,0.483622,0.0,0.05973,519.0,1,3
7321,claude_ai,2025-11-13,0.16122,0.545414,0.454586,0.528855,0.016559,0.454586,0.0,0.0,1479.0,2,10
7411,claude_ai,2025-11-13,0.044106,0.437466,0.562534,0.120853,0.316613,0.240334,0.0,0.3222,306.0,2,6
7412,claude_ai,2025-11-13,0.048706,0.643705,0.356295,0.395318,0.248387,0.036957,0.0,0.319339,290.0,5,18
7413,claude_ai,2025-11-13,0.015702,0.630435,0.369565,0.630435,0.0,0.184783,0.0,0.184783,92.0,1,4
7421,claude_ai,2025-11-13,0.327141,0.632311,0.367689,0.22494,0.407371,0.063597,0.004809,0.299283,3057.0,4,19
7422,claude_ai,2025-11-13,0.376347,0.61214,0.38786,0.313524,0.298616,0.050877,0.039523,0.297459,3438.0,5,20
7512,claude_ai,2025-11-13,0.021803,0.307692,0.692308,0.307692,0.0,0.482517,0.0,0.20979,143.0,1,3
7513,claude_ai,2025-11-13,0.010301,0.583333,0.416667,0.583333,0.0,0.416667,0.0,0.0,36.0,1,3
7515,claude_ai,2025-11-13,0.006101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1,3
7522,claude_ai,2025-11-13,0.046506,0.672897,0.327103,0.672897,0.0,0.135514,0.046729,0.14486,428.0,1,3
7531,claude_ai,2025-11-13,0.086711,0.411976,0.588024,0.373653,0.038323,0.48503,0.043114,0.05988,835.0,1,2
7532,claude_ai,2025-11-13,0.023503,0.713647,0.286353,0.391499,0.322148,0.118568,0.0,0.167785,223.5,1,1
7543,claude_ai,2025-11-13,0.035104,0.599315,0.400685,0.479452,0.119863,0.133562,0.092466,0.174658,292.0,1,3
7544,claude_ai,2025-11-13,0.049306,0.796089,0.203911,0.796089,0.0,0.044693,0.0,0.159218,201.0,2,5
8114,claude_ai,2025-11-13,0.021803,0.267677,0.732323,0.267677,0.0,0.338384,0.080808,0.313131,198.0,1,2
8122,claude_ai,2025-11-13,0.003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1,1
8131,claude_ai,2025-11-13,0.008501,0.641509,0.358491,0.641509,0.0,0.0,0.358491,0.0,53.0,1,2
8132,claude_ai,2025-11-13,0.013302,0.451327,0.548673,0.451327,0.0,0.20354,0.150442,0.19469,113.0,1,1
8141,claude_ai,2025-11-13,0.008501,0.641509,0.358491,0.641509,0.0,0.0,0.358491,0.0,53.0,1,4
8142,claude_ai,2025-11-13,0.006101,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,2,4
8152,claude_ai,2025-11-13,0.023503,0.713647,0.286353,0.391499,0.322148,0.118568,0.0,0.167785,223.5,1,1
8154,claude_ai,2025-11-13,0.015202,0.628866,0.371134,0.443299,0.185567,0.154639,0.0,0.216495,97.0,1,1
8160,claude_ai,2025-11-13,0.010301,0.583333,0.416667,0.583333,0.0,0.416667,0.0,0.0,36.0,1,3
8181,claude_ai,2025-11-13,0.008501,0.641509,0.358491,0.641509,0.0,0.0,0.358491,0.0,53.0,1,4
8189,claude_ai,2025-11-13,0.005501,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1,2
8212,claude_ai,2025-11-13,0.010001,0.829787,0.170213,0.829787,0.0,0.170213,0.0,0.0,62.0,2,4
8311,claude_ai,2025-11-13,0.012902,0.417391,0.582609,0.417391,0.0,0.173913,0.0,0.408696,115.0,1,4
8312,claude_ai,2025-11-13,0.005101,0.585366,0.414634,0.585366,0.0,0.0,0.0,0.414634,41.0,1,3
8322,claude_ai,2025-11-13,0.026903,0.631579,0.368421,0.631579,0.0,0.201754,0.074561,0.092105,135.0,2,8
8331,claude_ai,2025-11-13,0.029904,0.534277,0.465723,0.534277,0.0,0.203236,0.0,0.262487,244.0,2,5
8332,claude_ai,2025-11-13,0.006901,0.515152,0.484848,0.515152,0.0,0.484848,0.0,0.0,33.0,1,4
8343,claude_ai,2025-11-13,0.013402,0.427419,0.572581,0.427419,0.0,0.346774,0.0,0.225806,124.0,1,3
9111,claude_ai,2025-11-13,0.006601,0.521739,0.478261,0.521739,0.0,0.0,0.0,0.478261,46.0,1,1
9112,claude_ai,2025-11-13,0.006601,0.521739,0.478261,0.521739,0.0,0.0,0.0,0.478261,46.0,1,1
9211,claude_ai,2025-11-13,0.339042,0.429178,0.570822,0.378526,0.050652,0.301183,0.077343,0.192296,3297.0,1,2
9213,claude_ai,2025-11-13,0.339042,0.429178,0.570822,0.378526,0.050652,0.301183,0.077343,0.192296,3297.0,1,2
9214,claude_ai,2025-11-13,0.350744,0.400864,0.599136,0.287302,0.113561,0.150591,0.038672,0.409874,3399.0,2,3
9329,claude_ai,2025-11-13,0.007001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1,2
9331,claude_ai,2025-11-13,0.018902,0.427711,0.572289,0.427711,0.0,0.572289,0.0,0.0,166.0,1,1
9333,claude_ai,2025-11-13,0.022103,0.283333,0.716667,0.283333,0.0,0.55,0.0,0.166667,120.0,1,5
9334,claude_ai,2025-11-13,0.040605,0.5,0.5,0.424658,0.075342,0.253425,0.0,0.246575,292.0,1,5
9412,claude_ai,2025-11-13,0.018702,0.368421,0.631579,0.368421,0.0,0.0,0.0,0.631579,114.0,1,4
9621,claude_ai,2025-11-13,0.029804,0.432903,0.567097,0.432903,0.0,0.471859,0.0,0.095238,271.0,2,2
9622,claude_ai,2025-11-13,0.009101,0.350877,0.649123,0.0,0.350877,0.0,0.0,0.649123,57.0,1,3
9629,claude_ai,2025-11-13,0.027303,0.644821,0.355179,0.644821,0.0,0.279911,0.0,0.075269,211.0,3,6
1111,claude_ai,2026-02-05,0.028,0.674208,0.325792,0.674208,0.0,0.325792,0.0,0.0,221.0,1,5
1112,claude_ai,2026-02-05,0.419,0.371125,0.628875,0.340067,0.031059,0.378462,0.082197,0.168216,3837.0,2,15
1114,claude_ai,2026-02-05,1.1236,0.392827,0.607173,0.362814,0.030013,0.402309,0.050936,0.153929,10110.0,3,52
1120,claude_ai,2026-02-05,0.419,0.371125,0.628875,0.340067,0.031059,0.378462,0.082197,0.168216,3837.0,2,14
1211,claude_ai,2026-02-05,0.1817,0.387189,0.612811,0.370819,0.01637,0.257651,0.07331,0.281851,1405.0,1,21
1212,claude_ai,2026-02-05,0.1599,0.351623,0.648377,0.351623,0.0,0.53661,0.0,0.111767,1246.0,3,22
1213,claude_ai,2026-02-05,0.7599,0.4435,0.5565,0.363148,0.080352,0.183512,0.065593,0.307394,6708.0,1,40
1219,claude_ai,2026-02-05,1.1651,0.47783,0.52217,0.435966,0.041864,0.346189,0.023496,0.152485,10359.0,4,63
1221,claude_ai,2026-02-05,0.16315,0.422801,0.577199,0.338931,0.083871,0.44739,0.018672,0.111136,1360.0,2,15
1222,claude_ai,2026-02-05,0.86045,0.358315,0.641685,0.334534,0.023781,0.551002,0.030302,0.060381,8116.0,2,26
1223,claude_ai,2026-02-05,0.2218,0.372923,0.627077,0.347162,0.025762,0.34378,0.070762,0.212534,1739.0,2,26
1311,claude_ai,2026-02-05,0.0463,0.230508,0.769492,0.230508,0.0,0.19322,0.0,0.576271,295.0,1,7
1312,claude_ai,2026-02-05,0.0463,0.230508,0.769492,0.230508,0.0,0.19322,0.0,0.576271,295.0,1,7
1321,claude_ai,2026-02-05,0.0101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,1,3
1322,claude_ai,2026-02-05,0.7599,0.4435,0.5565,0.363148,0.080352,0.183512,0.065593,0.307394,6708.0,1,40
1323,claude_ai,2026-02-05,0.04,0.344482,0.655518,0.344482,0.0,0.384615,0.0,0.270903,299.0,1,6
1324,claude_ai,2026-02-05,0.0623,0.411458,0.588542,0.411458,0.0,0.541667,0.0,0.046875,384.0,1,12
1330,claude_ai,2026-02-05,0.14355,0.357977,0.642023,0.303502,0.054475,0.157977,0.03035,0.453696,1285.0,1,8
1341,claude_ai,2026-02-05,0.0417,0.513793,0.486207,0.513793,0.0,0.434483,0.0,0.051724,290.0,1,8
1342,claude_ai,2026-02-05,0.0531,0.476886,0.523114,0.406326,0.07056,0.523114,0.0,0.0,411.0,1,6
1343,claude_ai,2026-02-05,0.1001,0.454129,0.545871,0.418849,0.03528,0.453959,0.029412,0.0625,819.0,2,9
1344,claude_ai,2026-02-05,0.0287,0.436735,0.563265,0.436735,0.0,0.469388,0.0,0.093878,245.0,1,3
1345,claude_ai,2026-02-05,0.5422,0.368473,0.631527,0.349055,0.019418,0.301067,0.063662,0.266798,4798.0,3,36
1346,claude_ai,2026-02-05,0.2287,0.409281,0.590719,0.401096,0.008185,0.321228,0.066067,0.203425,1813.0,2,24
1349,claude_ai,2026-02-05,0.7599,0.4435,0.5565,0.363148,0.080352,0.183512,0.065593,0.307394,6708.0,1,40
1411,claude_ai,2026-02-05,0.0289,0.446078,0.553922,0.446078,0.0,0.470588,0.0,0.083333,204.0,1,5
1412,claude_ai,2026-02-05,0.0121,0.516129,0.483871,0.516129,0.0,0.483871,0.0,0.0,31.0,1,5
1420,claude_ai,2026-02-05,0.047,0.431373,0.568627,0.431373,0.0,0.384804,0.058824,0.125,408.0,1,3
1431,claude_ai,2026-02-05,0.7599,0.4435,0.5565,0.363148,0.080352,0.183512,0.065593,0.307394,6708.0,1,42
1439,claude_ai,2026-02-05,0.7599,0.4435,0.5565,0.363148,0.080352,0.183512,0.065593,0.307394,6708.0,1,40
2111,claude_ai,2026-02-05,0.0944,0.489454,0.510546,0.420327,0.069127,0.131095,0.036184,0.343266,744.0,2,10
2112,claude_ai,2026-02-05,0.0592,0.452261,0.547739,0.407035,0.045226,0.100503,0.0,0.447236,398.0,1,9
2113,claude_ai,2026-02-05,0.27005,0.352294,0.647706,0.330889,0.021405,0.208829,0.05788,0.380997,2536.0,2,10
2114,claude_ai,2026-02-05,0.1339,0.451302,0.548698,0.451302,0.0,0.225155,0.068298,0.255245,1167.0,2,8
2120,claude_ai,2026-02-05,1.523,0.439465,0.560535,0.400632,0.038833,0.259006,0.066947,0.234582,14081.0,5,60
2131,claude_ai,2026-02-05,1.048,0.255362,0.744638,0.217991,0.037371,0.15378,0.050454,0.540404,9282.0,8,76
2132,claude_ai,2026-02-05,0.118,0.24989,0.75011,0.24989,0.0,0.173507,0.019515,0.557087,969.0,2,12
2133,claude_ai,2026-02-05,0.0716,0.4886,0.5114,0.362094,0.126506,0.256532,0.0,0.254868,492.0,2,14
2141,claude_ai,2026-02-05,0.0472,0.200717,0.799283,0.200717,0.0,0.222222,0.0,0.577061,279.0,1,10
2142,claude_ai,2026-02-05,0.0333,0.0,1.0,0.0,0.0,0.518797,0.0,0.481203,133.0,1,8
2143,claude_ai,2026-02-05,0.0277,0.491525,0.508475,0.491525,0.0,0.372881,0.0,0.135593,118.0,1,7
2144,claude_ai,2026-02-05,0.1164,0.421638,0.578362,0.368108,0.05353,0.435213,0.0,0.143149,804.0,4,20
2146,claude_ai,2026-02-05,0.11365,0.445725,0.554275,0.445725,0.0,0.287224,0.044188,0.222863,1041.0,1,7
2149,claude_ai,2026-02-05,0.5512,0.304967,0.695033,0.274479,0.030488,0.224362,0.056366,0.414305,4380.0,3,65
2151,claude_ai,2026-02-05,0.069,0.33452,0.66548,0.307829,0.02669,0.339858,0.0,0.325623,562.0,1,7
2152,claude_ai,2026-02-05,0.397467,0.390269,0.609731,0.314537,0.075732,0.247211,0.01826,0.34426,3630.7,2,19
2153,claude_ai,2026-02-05,0.0636,0.415138,0.584862,0.369266,0.045872,0.307339,0.0,0.277523,436.0,1,11
2161,claude_ai,2026-02-05,0.0778,0.440769,0.559231,0.440769,0.0,0.522308,0.0,0.036923,650.0,1,8
2162,claude_ai,2026-02-05,0.0281,0.324153,0.675847,0.324153,0.0,0.612288,0.0,0.063559,236.0,1,4
2163,claude_ai,2026-02-05,0.0659,0.488239,0.511761,0.488239,0.0,0.384489,0.0,0.127273,443.0,2,11
2164,claude_ai,2026-02-05,0.0099,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,1,2
2165,claude_ai,2026-02-05,0.0171,0.795455,0.204545,0.795455,0.0,0.204545,0.0,0.0,89.0,2,5
2166,claude_ai,2026-02-05,0.8304,0.48798,0.51202,0.447508,0.040471,0.460017,0.003955,0.048048,7987.0,2,13
2211,claude_ai,2026-02-05,0.359475,0.254981,0.745019,0.213999,0.040982,0.099458,0.008376,0.637184,2657.0,4,58
2212,claude_ai,2026-02-05,0.307225,0.179852,0.820148,0.168965,0.010887,0.037033,0.005242,0.777874,2307.0,5,46
