group,level,group_name,rank,task_id,task,onet_soc,styrk08,styrk08_name,weight_share,eloundou_label,eloundou_beta,chat_usage_pct,chat_n_classified,chat_automation_share,api_automation_share
754,7,Informasjons- og datateknologi,6,21664,"Confer with systems analysts, engineers, programmers and others to design systems and to obtain information on project limitations and capabilities, performance requirements and interfaces.",15-1252.00,2512,Programvareutviklere,0.0044,E1,1.0,,,,
754,7,Informasjons- og datateknologi,7,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",11-3021.00,1330,Ledere av IKT-enheter,0.0019,E2,0.5,,,,1.0
754,7,Informasjons- og datateknologi,8,978,Review project plans to plan and coordinate project activity.,11-3021.00,1330,Ledere av IKT-enheter,0.0019,E2,0.5,,,,
754,7,Informasjons- og datateknologi,9,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",11-3021.00,1330,Ledere av IKT-enheter,0.0018,E0,0.0,,,,
754,7,Informasjons- og datateknologi,10,21769,Coordinate monitoring of networks or systems for security breaches or intrusions.,15-1299.05,2519,Andre programvare- og applikasjonsutviklere,0.0016,E2,0.5,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",1,19610,"Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0061,E2,0.5,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",2,148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0057,E0,0.0,0.0036,15,0.0,1.0
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",3,151,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0051,E2,0.5,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",4,21975,"Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",17-3023.00,3114,Elektronikkingeniører,0.0038,E0,0.0,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",5,21977,"Set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.",17-3023.00,3114,Elektronikkingeniører,0.0036,E0,0.0,0.0105,82,0.5488,1.0
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",6,21976,"Replace defective components or parts, using hand tools and precision instruments.",17-3023.00,3114,Elektronikkingeniører,0.0035,E0,0.0,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",7,14623,Analyze problems to develop solutions involving computer hardware and software.,15-1221.00,2511,Systemanalytikere/-arkitekter,0.0034,E1,1.0,0.0073,58,0.5862,1.0
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",8,1348,"Design, implement, maintain, or improve electrical instruments, equipment, facilities, components, products, or systems for commercial, industrial, or domestic purposes.",17-2071.00,2151,Sivilingeniører (elkraftteknikk),0.0029,E2,0.5,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",9,1357,Oversee project production efforts to assure projects are completed on time and within budget.,17-2071.00,2151,Sivilingeniører (elkraftteknikk),0.0028,E2,0.5,,,,
755,7,"Utdanninger i elektrofag, mekaniske fag og maskinfag",10,14629,"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",15-1221.00,2511,Systemanalytikere/-arkitekter,0.0028,E1,1.0,0.5036,4962,0.371,0.7254
756,7,Geofag,1,19610,"Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0085,E2,0.5,,,,
756,7,Geofag,2,148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.008,E0,0.0,0.0036,15,0.0,1.0
756,7,Geofag,3,151,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0071,E2,0.5,,,,
756,7,Geofag,4,15224,"Analyze and interpret geological data, using computer software.",19-2042.00,2114,Geologer og geofysikere,0.0068,E2,0.5,,,,
756,7,Geofag,5,3702,"Analyze and interpret geological, geochemical, or geophysical information from sources, such as survey data, well logs, bore holes, or aerial photos.",19-2042.00,2114,Geologer og geofysikere,0.0067,E2,0.5,,,,
756,7,Geofag,6,3703,"Plan or conduct geological, geochemical, or geophysical field studies or surveys, sample collection, or drilling and testing programs used to collect data for research or application.",19-2042.00,2114,Geologer og geofysikere,0.0066,E0,0.0,,,,
756,7,Geofag,7,3569,"Prepare technical reports for use by mining, engineering, and management personnel.",17-2151.00,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.0033,E1,1.0,,,,
756,7,Geofag,8,9087,"Conduct research on the structures and properties of materials, such as metals, alloys, polymers, and ceramics, to obtain information that could be used to develop new products or enhance existing ones.",19-2032.00,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.003,E2,0.5,,,,
756,7,Geofag,9,20214,"Prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers.",19-2032.00,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.0028,E1,1.0,0.0736,712,0.5197,0.8336
756,7,Geofag,10,20209,"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",19-2021.00,2112,Meteorologer,0.0019,E2,0.5,0.0207,177,0.3277,
757,7,Bygg- og anleggsfag,1,19610,"Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.028,E2,0.5,,,,
757,7,Bygg- og anleggsfag,2,148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0264,E0,0.0,0.0036,15,0.0,1.0
757,7,Bygg- og anleggsfag,3,151,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0234,E2,0.5,,,,
757,7,Bygg- og anleggsfag,4,20483,Develop final construction plans that include aesthetic representations of the structure or details for its construction.,17-1011.00,2161,Sivilarkitekter,0.0126,E2,0.5,,,,
757,7,Bygg- og anleggsfag,5,20479,"Prepare scale drawings or architectural designs, using computer-aided design or other tools.",17-1011.00,2161,Sivilarkitekter,0.0124,E2,0.5,0.0073,67,0.3881,
757,7,Bygg- og anleggsfag,6,130,"Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",17-1011.00,2161,Sivilarkitekter,0.0123,E2,0.5,0.0227,214,0.3785,1.0
757,7,Bygg- og anleggsfag,7,20369,"Confer with clients, engineering personnel, or architects on landscape projects.",17-1012.00,2162,Landskapsarkitekter,0.0031,E0,0.0,,,,
757,7,Bygg- og anleggsfag,8,20371,"Analyze data on conditions such as site location, drainage, or structure location for environmental reports or landscaping plans.",17-1012.00,2162,Landskapsarkitekter,0.0029,E2,0.5,,,,
757,7,Bygg- og anleggsfag,9,20373,"Inspect landscape work to ensure compliance with specifications, evaluate quality of materials or work, or advise clients or construction personnel.",17-1012.00,2162,Landskapsarkitekter,0.0028,E0,0.0,,,,
757,7,Bygg- og anleggsfag,10,3318,Inspect or review projects to monitor compliance with building and safety codes or other regulations.,11-9021.00,1323,Ledere av bygge- og anleggsvirksomhet,0.0017,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,1,314,"Assess nutritional needs, diet restrictions, and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",29-1031.00,2265,Ernæringsfysiologer,0.0067,E2,0.5,0.0523,517,0.3327,1.0
758,7,Fabrikasjon og utvinning,2,317,"Counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life.",29-1031.00,2265,Ernæringsfysiologer,0.0066,E2,0.5,0.1584,1573,0.206,0.4364
758,7,Fabrikasjon og utvinning,3,23914,"Incorporate patient cultural, ethnic, or religious preferences and needs in the development of nutrition plans.",29-1031.00,2265,Ernæringsfysiologer,0.0065,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,4,34,"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",11-3051.00,1321,Ledere av industriproduksjon mv.,0.0055,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,5,32,"Direct or coordinate production, processing, distribution, or marketing activities of industrial organizations.",11-3051.00,1321,Ledere av industriproduksjon mv.,0.0054,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,6,35,Review operations and confer with technical or administrative staff to resolve production or processing problems.,11-3051.00,1321,Ledere av industriproduksjon mv.,0.0054,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,7,18535,"Set up, maintain, calibrate, clean, and test sterility of medical laboratory equipment.",29-2012.00,3212,Bioingeniører,0.0028,E0,0.0,,,,
758,7,Fabrikasjon og utvinning,8,1902,"Conduct chemical analyses of body fluids, such as blood or urine, using microscope or automatic analyzer to detect abnormalities or diseases and enter findings into computer.",29-2012.00,3212,Bioingeniører,0.0027,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,9,3672,Compile and evaluate statistical data to determine and maintain quality and reliability of products.,17-3026.00,3119,Andre ingeniører,0.0026,E2,0.5,,,,
758,7,Fabrikasjon og utvinning,10,1904,"Analyze the results of tests or experiments to ensure conformity to specifications, using special mechanical or electrical devices.",29-2012.00,3212,Bioingeniører,0.0026,E2,0.5,,,,
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",1,19610,"Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0061,E2,0.5,,,,
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",2,148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0057,E0,0.0,0.0036,15,0.0,1.0
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",3,151,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",17-2051.00,2142,Sivilingeniører (bygg og anlegg),0.0051,E2,0.5,,,,
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",4,14623,Analyze problems to develop solutions involving computer hardware and software.,15-1221.00,2511,Systemanalytikere/-arkitekter,0.0037,E1,1.0,0.0073,58,0.5862,1.0
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",5,14629,"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",15-1221.00,2511,Systemanalytikere/-arkitekter,0.003,E1,1.0,0.5036,4962,0.371,0.7254
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",6,14626,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",15-1221.00,2511,Systemanalytikere/-arkitekter,0.0029,E1,1.0,,,,
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",7,21975,"Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",17-3023.00,3114,Elektronikkingeniører,0.0017,E0,0.0,,,,
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",8,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1120,Administrerende direktører,0.0016,E2,0.5,0.0243,223,0.4305,0.8399
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",9,21977,"Set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.",17-3023.00,3114,Elektronikkingeniører,0.0016,E0,0.0,0.0105,82,0.5488,1.0
759,7,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",10,21976,"Replace defective components or parts, using hand tools and precision instruments.",17-3023.00,3114,Elektronikkingeniører,0.0016,E0,0.0,,,,
761,7,Pleie- og omsorgsfag,1,18442,"Provide prenatal, intrapartum, postpartum, or newborn care to patients.",29-1161.00,2222,Jordmødre,0.0147,E0,0.0,,,,
761,7,Pleie- og omsorgsfag,2,18444,"Monitor fetal development by listening to fetal heartbeat, taking external uterine measurements, identifying fetal position, or estimating fetal size and weight.",29-1161.00,2222,Jordmødre,0.0147,E0,0.0,,,,
761,7,Pleie- og omsorgsfag,3,18443,"Document patients' health histories, symptoms, physical conditions, or other diagnostic information.",29-1161.00,2222,Jordmødre,0.0146,E1,1.0,,,,
761,7,Pleie- og omsorgsfag,4,1841,Record patients' medical information and vital signs.,29-1141.00,2221,Spesialsykepleiere,0.0101,E2,0.5,,,,1.0
761,7,Pleie- og omsorgsfag,5,20413,Administer medications to patients and monitor patients for reactions or side effects.,29-1141.00,2221,Spesialsykepleiere,0.01,E0,0.0,,,,
761,7,Pleie- og omsorgsfag,6,1839,"Maintain accurate, detailed reports and records.",29-1141.00,2221,Spesialsykepleiere,0.0097,E1,1.0,,,,
761,7,Pleie- og omsorgsfag,7,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0027,E2,0.5,,,,
761,7,Pleie- og omsorgsfag,8,52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",11-9111.00,1342,Ledere av helsetjenester,0.0025,E2,0.5,,,,
761,7,Pleie- og omsorgsfag,9,49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",11-9111.00,1342,Ledere av helsetjenester,0.0025,E2,0.5,0.0095,79,0.6456,1.0
761,7,Pleie- og omsorgsfag,10,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0005,E2,0.5,0.0029,21,1.0,
762,7,Sosialfag,1,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.013,E2,0.5,,,,
762,7,Sosialfag,2,3757,Submit reports and review reports or problems with superior.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0112,E1,1.0,,,,
762,7,Sosialfag,3,3753,Provide information or refer individuals to public or private agencies or community services for assistance.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0111,E2,0.5,0.0044,21,0.0,
762,7,Sosialfag,4,275,"Collaborate with counselors, physicians, or nurses to plan or coordinate treatment, drawing on social work experience and patient needs.",21-1023.00,2635,Rådgivere innen sosiale fagfelt,0.0036,E0,0.0,,,,
762,7,Sosialfag,5,276,"Monitor, evaluate, and record client progress with respect to treatment goals.",21-1023.00,2635,Rådgivere innen sosiale fagfelt,0.0036,E2,0.5,0.0078,70,0.5429,
762,7,Sosialfag,6,273,"Counsel clients in individual or group sessions to assist them in dealing with substance abuse, mental or physical illness, poverty, unemployment, or physical abuse.",21-1023.00,2635,Rådgivere innen sosiale fagfelt,0.0036,E0,0.0,,,,
762,7,Sosialfag,7,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0027,E2,0.5,0.0029,21,1.0,
762,7,Sosialfag,8,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0026,E2,0.5,,,,
762,7,Sosialfag,9,15979,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0026,E2,0.5,,,,
762,7,Sosialfag,10,1841,Record patients' medical information and vital signs.,29-1141.00,2224,Vernepleiere,0.0018,E2,0.5,,,,1.0
763,7,Medisin,1,17106,"Diagnose, treat, or provide continuous care to hospital inpatients.",29-1229.02,2212,Legespesialister,0.0045,E2,0.5,,,,
763,7,Medisin,2,17102,Prescribe medications or treatment regimens to hospital inpatients.,29-1229.02,2212,Legespesialister,0.0045,E2,0.5,,,,
763,7,Medisin,3,17103,Order or interpret the results of tests such as laboratory tests and radiographs (x-rays).,29-1229.02,2212,Legespesialister,0.0045,E2,0.5,,,,
763,7,Medisin,4,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0024,E2,0.5,,,,
763,7,Medisin,5,52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",11-9111.00,1342,Ledere av helsetjenester,0.0022,E2,0.5,,,,
763,7,Medisin,6,49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",11-9111.00,1342,Ledere av helsetjenester,0.0022,E2,0.5,0.0095,79,0.6456,1.0
763,7,Medisin,7,7774,"Collect, record, and maintain patient information, such as medical history, reports, or examination results.",29-1215.00,2211,Allmennpraktiserende leger,0.0021,E2,0.5,0.0096,81,0.7037,0.8962
763,7,Medisin,8,7771,"Prescribe or administer treatment, therapy, medication, vaccination, and other specialized medical care to treat or prevent illness, disease, or injury.",29-1215.00,2211,Allmennpraktiserende leger,0.0021,E2,0.5,,,,
763,7,Medisin,9,7772,"Order, perform, and interpret tests and analyze records, reports, and examination information to diagnose patients' condition.",29-1215.00,2211,Allmennpraktiserende leger,0.0021,E2,0.5,,,,
763,7,Medisin,10,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1120,Administrerende direktører,0.0005,E2,0.5,0.0243,223,0.4305,0.8399
764,7,Tannhelsefag,1,23996,Examine patients to diagnose oral health conditions and diseases.,29-1024.00,2261,Tannleger,0.021,,,,,,
764,7,Tannhelsefag,2,9370,Administer general and local anesthetics.,29-1022.00,2261,Tannleger,0.0209,E0,0.0,,,,
764,7,Tannhelsefag,3,7743,"Fit prostheses to patients, making any necessary adjustments and modifications.",29-1024.00,2261,Tannleger,0.0207,E0,0.0,,,,
764,7,Tannhelsefag,4,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0018,E2,0.5,,,,
764,7,Tannhelsefag,5,52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",11-9111.00,1342,Ledere av helsetjenester,0.0016,E2,0.5,,,,
764,7,Tannhelsefag,6,49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",11-9111.00,1342,Ledere av helsetjenester,0.0016,E2,0.5,0.0095,79,0.6456,1.0
764,7,Tannhelsefag,7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1120,Administrerende direktører,0.0014,E2,0.5,0.0243,223,0.4305,0.8399
764,7,Tannhelsefag,8,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1120,Administrerende direktører,0.0013,E2,0.5,,,,
764,7,Tannhelsefag,9,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1120,Administrerende direktører,0.0012,E2,0.5,,,,
764,7,Tannhelsefag,10,17535,Document clients' progress toward meeting established treatment objectives.,31-9099.01,5329,Andre pleiemedarbeidere,0.0003,E1,1.0,,,,
765,7,Terapeutiske fag,1,19193,"Develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",29-1128.00,2264,Fysioterapeuter,0.0173,E2,0.5,0.0312,301,0.4219,
765,7,Terapeutiske fag,2,19212,Provide emergency or other appropriate medical care to participants with symptoms or signs of physical distress.,29-1128.00,2264,Fysioterapeuter,0.0173,E0,0.0,,,,
765,7,Terapeutiske fag,3,19192,Demonstrate correct use of exercise equipment or performance of exercise routines.,29-1128.00,2264,Fysioterapeuter,0.017,E0,0.0,0.0068,38,0.0,
765,7,Terapeutiske fag,4,6914,Evaluate the functioning of the neuromuscularskeletal system and the spine using systems of chiropractic diagnosis.,29-1011.00,2269,Kiropraktorer mv.,0.007,E0,0.0,,,,
765,7,Terapeutiske fag,5,6913,Perform a series of manual adjustments to the spine or other articulations of the body to correct the musculoskeletal system.,29-1011.00,2269,Kiropraktorer mv.,0.007,E0,0.0,,,,
765,7,Terapeutiske fag,6,6918,Obtain and record patients' medical histories.,29-1011.00,2269,Kiropraktorer mv.,0.007,E1,1.0,,,,1.0
765,7,Terapeutiske fag,7,349,Test and evaluate patients' physical and mental abilities and analyze medical data to determine realistic rehabilitation goals for patients.,29-1122.00,2267,Ergoterapeuter,0.003,E2,0.5,,,,
765,7,Terapeutiske fag,8,347,Complete and maintain necessary records.,29-1122.00,2267,Ergoterapeuter,0.0029,E1,1.0,,,,1.0
765,7,Terapeutiske fag,9,351,"Plan, organize, and conduct occupational therapy programs in hospital, institutional, or community settings to help rehabilitate persons with disabilities because of illness, injury or psychological or developmental problems.",29-1122.00,2267,Ergoterapeuter,0.0029,E0,0.0,,,,
765,7,Terapeutiske fag,10,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0012,E2,0.5,,,,
766,7,Apotekfag,1,1808,"Review prescriptions to assure accuracy, to ascertain the needed ingredients, and to evaluate their suitability.",29-1051.00,2262,Farmasøyter,0.0377,E2,0.5,,,,
766,7,Apotekfag,2,1809,"Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.",29-1051.00,2262,Farmasøyter,0.0361,E2,0.5,0.2004,1990,0.196,0.5381
766,7,Apotekfag,3,1812,"Maintain records, such as pharmacy files, patient profiles, charge system files, inventories, control records for radioactive nuclei, or registries of poisons, narcotics, or controlled drugs.",29-1051.00,2262,Farmasøyter,0.0325,E2,0.5,,,,
766,7,Apotekfag,4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0244,E2,0.5,0.0243,223,0.4305,0.8399
766,7,Apotekfag,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0218,E2,0.5,,,,
766,7,Apotekfag,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0207,E2,0.5,,,,
766,7,Apotekfag,7,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0022,E2,0.5,,,,
766,7,Apotekfag,8,52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",11-9111.00,1342,Ledere av helsetjenester,0.002,E2,0.5,,,,
766,7,Apotekfag,9,49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",11-9111.00,1342,Ledere av helsetjenester,0.002,E2,0.5,0.0095,79,0.6456,1.0
766,7,Apotekfag,10,1940,Maintain proper storage and security conditions for drugs.,29-2052.00,3213,Reseptarer,0.0012,E0,0.0,,,,
767,7,Veterinærfag,1,4107,"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.",29-1131.00,2250,Veterinærer,0.0411,E0,0.0,,,,
767,7,Veterinærfag,2,4106,Examine animals to detect and determine the nature of diseases or injuries.,29-1131.00,2250,Veterinærer,0.0404,E0,0.0,,,,
767,7,Veterinærfag,3,4108,"Inoculate animals against various diseases, such as rabies or distemper.",29-1131.00,2250,Veterinærer,0.0403,E0,0.0,,,,
767,7,Veterinærfag,4,23852,"Record details about freight conditions, handling of freight, and any problems encountered.",53-6051.00,3257,Helse- og miljøkontrollører,0.0025,E1,1.0,,,,
767,7,Veterinærfag,5,14854,Inspect food products and processing procedures to determine whether products are safe to eat.,45-2011.00,3257,Helse- og miljøkontrollører,0.0025,E0,0.0,,,,
767,7,Veterinærfag,6,23850,Prepare and submit reports after completion of freight shipments.,53-6051.00,3257,Helse- og miljøkontrollører,0.0024,E1,1.0,,,,
767,7,Veterinærfag,7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1120,Administrerende direktører,0.0016,E2,0.5,0.0243,223,0.4305,0.8399
767,7,Veterinærfag,8,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1120,Administrerende direktører,0.0014,E2,0.5,,,,
767,7,Veterinærfag,9,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1120,Administrerende direktører,0.0014,E2,0.5,,,,
767,7,Veterinærfag,10,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0009,E2,0.5,0.0029,21,1.0,
768,7,Idrettsfag,1,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0083,E2,0.5,,,,
768,7,Idrettsfag,2,6639,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0082,E0,0.0,,,,
768,7,Idrettsfag,3,6643,Prepare materials and classrooms for class activities.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0082,E0,0.0,0.0156,150,0.56,
768,7,Idrettsfag,4,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.0042,E2,0.5,0.0031,17,0.0,1.0
768,7,Idrettsfag,5,6581,Prepare materials and classrooms for class activities.,25-2022.00,2341,Grunnskolelærere,0.0042,E0,0.0,0.0156,150,0.56,
768,7,Idrettsfag,6,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2022.00,2341,Grunnskolelærere,0.004,E0,0.0,,,,
768,7,Idrettsfag,7,14854,Inspect food products and processing procedures to determine whether products are safe to eat.,45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.0033,E0,0.0,,,,
768,7,Idrettsfag,8,14850,Interpret and enforce government acts and regulations and explain required standards to agricultural workers.,45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.0032,E2,0.5,,,,
768,7,Idrettsfag,9,14846,"Inspect agricultural commodities or related operations, as well as fish or logging operations, for compliance with laws and regulations governing health, quality, and safety.",45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.0031,E0,0.0,,,,
768,7,Idrettsfag,10,3909,"Officiate at sporting events, games, or competitions, to maintain standards of play and to ensure that game rules are observed.",27-2023.00,3422,Trenere og idrettsdommere,0.0023,E0,0.0,,,,
769,7,"Helse-, sosial- og idrettsfag, andre",1,1841,Record patients' medical information and vital signs.,29-1141.00,2221,Spesialsykepleiere,0.0036,E2,0.5,,,,1.0
769,7,"Helse-, sosial- og idrettsfag, andre",2,20413,Administer medications to patients and monitor patients for reactions or side effects.,29-1141.00,2221,Spesialsykepleiere,0.0036,E0,0.0,,,,
769,7,"Helse-, sosial- og idrettsfag, andre",3,1839,"Maintain accurate, detailed reports and records.",29-1141.00,2221,Spesialsykepleiere,0.0035,E1,1.0,,,,
769,7,"Helse-, sosial- og idrettsfag, andre",4,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",11-9111.00,1342,Ledere av helsetjenester,0.0032,E2,0.5,,,,
769,7,"Helse-, sosial- og idrettsfag, andre",5,52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",11-9111.00,1342,Ledere av helsetjenester,0.003,E2,0.5,,,,
