O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
53-4013.00	10676	IM	n/a	4.15	56	0.2905	3.5712	4.7353	N	08/2021	Incumbent
53-4013.00	10676	RT	n/a	61.54	79	5.9275	49.2896	72.4879	N	08/2021	Incumbent
53-4013.00	10684	IM	n/a	3.84	40	0.2231	3.3844	4.2869	N	08/2021	Incumbent
53-4013.00	10684	RT	n/a	41.23	79	7.8936	26.8367	57.3016	N	08/2021	Incumbent
53-4013.00	10687	IM	n/a	3.61	28	0.2198	3.1629	4.0650	N	08/2021	Incumbent
53-4013.00	10687	RT	n/a	32.85	79	8.9343	17.9270	52.2825	N	08/2021	Incumbent
53-4013.00	10688	IM	n/a	3.53	31	0.3350	2.8498	4.2182	N	08/2021	Incumbent
53-4013.00	10688	RT	n/a	31.20	79	8.6510	16.8984	50.2930	N	08/2021	Incumbent
53-4022.00	23774	IM	n/a	4.95	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23774	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23775	IM	n/a	4.79	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23775	RT	n/a	94.63	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23776	IM	n/a	4.66	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23776	RT	n/a	96.64	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23777	IM	n/a	4.65	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23777	RT	n/a	94.23	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23778	IM	n/a	4.60	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23778	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23779	IM	n/a	4.52	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23779	RT	n/a	99.92	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23780	IM	n/a	4.50	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23780	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23781	IM	n/a	4.47	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23781	RT	n/a	85.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23782	IM	n/a	4.46	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23782	RT	n/a	97.27	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23783	IM	n/a	4.38	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23783	RT	n/a	91.13	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23784	IM	n/a	4.38	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23784	RT	n/a	99.80	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23785	IM	n/a	4.37	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23785	RT	n/a	95.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23786	IM	n/a	4.27	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23786	RT	n/a	75.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23787	IM	n/a	4.21	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23787	RT	n/a	95.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23788	IM	n/a	4.11	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23788	RT	n/a	95.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23789	IM	n/a	4.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23789	RT	n/a	75.92	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23790	IM	n/a	4.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23790	RT	n/a	78.22	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23791	IM	n/a	3.56	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23791	RT	n/a	90.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
53-4022.00	23792	IM	n/a	3.39	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23792	RT	n/a	80.24	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23793	IM	n/a	3.21	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23793	RT	n/a	72.80	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23794	IM	n/a	4.69	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23794	RT	n/a	60.23	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23795	IM	n/a	4.15	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23795	RT	n/a	28.34	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23796	IM	n/a	3.89	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23796	RT	n/a	38.49	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23798	IM	n/a	3.69	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23798	RT	n/a	53.03	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23799	IM	n/a	3.68	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4022.00	23799	RT	n/a	26.59	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
53-4031.00	10690	IM	n/a	4.72	69	0.0644	4.5957	4.8527	N	07/2013	Incumbent
53-4031.00	10690	RT	n/a	90.80	79	3.0205	82.7709	95.2970	N	07/2013	Incumbent
53-4031.00	10699	IM	n/a	4.39	67	0.0952	4.2013	4.5815	N	07/2013	Incumbent
53-4031.00	10699	RT	n/a	89.65	79	3.3887	80.7209	94.7174	N	07/2013	Incumbent
53-4031.00	10691	IM	n/a	4.31	72	0.1432	4.0218	4.5928	N	07/2013	Incumbent
53-4031.00	10691	RT	n/a	94.92	78	2.0632	88.8539	97.7711	N	07/2013	Incumbent
53-4031.00	10697	IM	n/a	4.29	70	0.1492	3.9964	4.5917	N	07/2013	Incumbent
53-4031.00	10697	RT	n/a	91.69	78	2.9509	83.6158	95.9797	N	07/2013	Incumbent
53-4031.00	10692	IM	n/a	4.29	60	0.0998	4.0856	4.4850	N	07/2013	Incumbent
53-4031.00	10692	RT	n/a	80.56	79	4.7297	69.4286	88.3143	N	07/2013	Incumbent
53-4031.00	10694	IM	n/a	4.28	51	0.1582	3.9616	4.5972	N	07/2013	Incumbent
53-4031.00	10694	RT	n/a	68.89	78	6.3003	55.2247	79.9083	N	07/2013	Incumbent
53-4031.00	10693	IM	n/a	4.26	65	0.1657	3.9317	4.5938	N	07/2013	Incumbent
53-4031.00	10693	RT	n/a	83.32	79	6.7240	65.5944	92.9019	N	07/2013	Incumbent
53-4031.00	10700	IM	n/a	4.17	68	0.0824	4.0033	4.3320	N	07/2013	Incumbent
53-4031.00	10700	RT	n/a	87.02	79	4.0177	76.7559	93.1557	N	07/2013	Incumbent
53-4031.00	10696	IM	n/a	4.13	71	0.1237	3.8867	4.3803	N	07/2013	Incumbent
53-4031.00	10696	RT	n/a	88.63	79	5.8672	70.9792	96.1304	N	07/2013	Incumbent
53-4031.00	10701	IM	n/a	4.00	70	0.0854	3.8330	4.1736	N	07/2013	Incumbent
53-4031.00	10701	RT	n/a	87.48	78	3.8063	77.7638	93.3125	N	07/2013	Incumbent
53-4031.00	10698	IM	n/a	3.91	59	0.1676	3.5764	4.2473	N	07/2013	Incumbent
53-4031.00	10698	RT	n/a	74.33	77	5.7022	61.4944	84.0064	N	07/2013	Incumbent
53-4031.00	10704	IM	n/a	3.84	62	0.1262	3.5849	4.0897	N	07/2013	Incumbent
53-4031.00	10704	RT	n/a	81.14	78	7.4320	62.0581	91.8789	N	07/2013	Incumbent
53-4031.00	10710	IM	n/a	3.73	59	0.1508	3.4320	4.0358	N	07/2013	Incumbent
53-4031.00	10710	RT	n/a	75.48	79	6.2926	61.0024	85.8284	N	07/2013	Incumbent
53-4031.00	10703	IM	n/a	3.67	66	0.2342	3.2021	4.1375	N	07/2013	Incumbent
53-4031.00	10703	RT	n/a	89.30	78	3.1212	81.3224	94.1120	N	07/2013	Incumbent
53-4031.00	10695	IM	n/a	4.35	44	0.1216	4.1076	4.5981	N	07/2013	Incumbent
53-4031.00	10695	RT	n/a	56.46	78	6.3218	43.7280	68.3942	N	07/2013	Incumbent
53-4031.00	10702	IM	n/a	4.24	38	0.1261	3.9815	4.4927	N	07/2013	Incumbent
53-4031.00	10702	RT	n/a	45.94	78	6.7533	33.0911	59.3599	N	07/2013	Incumbent
53-4031.00	10706	IM	n/a	4.00	34	0.2708	3.4516	4.5537	N	07/2013	Incumbent
53-4031.00	10706	RT	n/a	42.91	78	5.0738	33.2271	53.1686	N	07/2013	Incumbent
53-4031.00	10705	IM	n/a	3.82	34	0.2106	3.3920	4.2489	N	07/2013	Incumbent
53-4031.00	10705	RT	n/a	49.25	78	8.2963	33.3807	65.2691	N	07/2013	Incumbent
53-4031.00	10707	IM	n/a	3.63	38	0.1800	3.2648	3.9943	N	07/2013	Incumbent
53-4031.00	10707	RT	n/a	56.52	78	6.5811	43.2643	68.8992	N	07/2013	Incumbent
53-4031.00	10708	IM	n/a	3.46	33	0.3231	2.8014	4.1176	N	07/2013	Incumbent
53-4031.00	10708	RT	n/a	42.25	78	4.8470	33.0039	52.0767	N	07/2013	Incumbent
53-4041.00	12767	IM	n/a	4.90	86	0.0465	4.8121	4.9970	N	08/2021	Incumbent
53-4041.00	12767	RT	n/a	96.71	89	2.0543	89.0662	99.0678	N	08/2021	Incumbent
53-4041.00	12765	IM	n/a	4.83	87	0.0794	4.6764	4.9920	N	08/2021	Incumbent
53-4041.00	12765	RT	n/a	100.00	89	0.0000	n/a	n/a	N	08/2021	Incumbent
53-4041.00	12766	IM	n/a	4.83	88	0.0762	4.6789	4.9817	N	08/2021	Incumbent
53-4041.00	12766	RT	n/a	100.00	89	0.0000	n/a	n/a	N	08/2021	Incumbent
53-4041.00	12770	IM	n/a	4.71	89	0.0712	4.5651	4.8482	N	08/2021	Incumbent
53-4041.00	12770	RT	n/a	100.00	90	0.0000	n/a	n/a	N	08/2021	Incumbent
53-4041.00	12769	IM	n/a	4.65	89	0.0834	4.4797	4.8111	N	08/2021	Incumbent
53-4041.00	12769	RT	n/a	99.51	90	0.5041	96.2717	99.9384	N	08/2021	Incumbent
53-4041.00	12771	IM	n/a	4.53	88	0.1251	4.2839	4.7810	N	08/2021	Incumbent
53-4041.00	12771	RT	n/a	99.51	90	0.5041	96.2717	99.9384	N	08/2021	Incumbent
53-4041.00	12768	IM	n/a	4.52	69	0.0983	4.3268	4.7193	N	08/2021	Incumbent
53-4041.00	12768	RT	n/a	80.79	87	4.9898	68.9424	88.8539	N	08/2021	Incumbent
53-4041.00	12772	IM	n/a	4.29	85	0.0676	4.1566	4.4256	N	08/2021	Incumbent
53-4041.00	12772	RT	n/a	95.39	89	2.2249	88.3329	98.2640	N	08/2021	Incumbent
53-4041.00	12773	IM	n/a	4.21	85	0.1339	3.9457	4.4782	N	08/2021	Incumbent
53-4041.00	12773	RT	n/a	98.49	90	0.9338	94.9295	99.5639	N	08/2021	Incumbent
53-4041.00	12774	IM	n/a	4.17	79	0.1143	3.9434	4.3983	N	08/2021	Incumbent
53-4041.00	12774	RT	n/a	91.66	89	2.4390	85.3577	95.3956	N	08/2021	Incumbent
53-5011.00	14482	IM	n/a	4.56	43	0.0523	4.4528	4.6638	N	07/2016	Incumbent
53-5011.00	14482	RT	n/a	76.02	70	14.9565	38.1559	94.2188	N	07/2016	Incumbent
53-5011.00	14479	IM	n/a	4.46	45	0.2575	3.9423	4.9803	N	07/2016	Incumbent
53-5011.00	14479	RT	n/a	78.05	72	10.6317	50.7779	92.4533	N	07/2016	Incumbent
53-5011.00	14461	IM	n/a	4.45	63	0.1483	4.1531	4.7459	N	07/2016	Incumbent
53-5011.00	14461	RT	n/a	94.64	70	3.5163	81.5818	98.5991	N	07/2016	Incumbent
53-5011.00	14475	IM	n/a	4.27	61	0.1208	4.0284	4.5117	N	07/2016	Incumbent
53-5011.00	14475	RT	n/a	85.01	70	9.3688	56.6768	96.0915	N	07/2016	Incumbent
53-5011.00	14462	IM	n/a	4.24	49	0.2648	3.7045	4.7692	N	07/2016	Incumbent
53-5011.00	14462	RT	n/a	76.54	71	8.2587	56.5943	89.0919	N	07/2016	Incumbent
53-5011.00	14457	IM	n/a	4.21	62	0.1169	3.9764	4.4439	N	07/2016	Incumbent
53-5011.00	14457	RT	n/a	90.98	70	3.9397	79.4688	96.3336	N	07/2016	Incumbent
53-5011.00	14476	IM	n/a	4.18	62	0.0871	4.0063	4.3546	N	07/2016	Incumbent
53-5011.00	14476	RT	n/a	88.98	69	9.6969	52.8772	98.3089	N	07/2016	Incumbent
53-5011.00	14480	IM	n/a	4.14	55	0.2676	3.6004	4.6732	N	07/2016	Incumbent
53-5011.00	14480	RT	n/a	74.77	70	8.9279	53.5531	88.4000	N	07/2016	Incumbent
53-5011.00	14468	IM	n/a	4.04	58	0.1544	3.7341	4.3523	N	07/2016	Incumbent
53-5011.00	14468	RT	n/a	91.84	71	6.4461	66.9356	98.4270	N	07/2016	Incumbent
53-5011.00	14467	IM	n/a	4.03	57	0.2632	3.5045	4.5589	N	07/2016	Incumbent
53-5011.00	14467	RT	n/a	84.84	69	9.3802	56.6305	95.9998	N	07/2016	Incumbent
53-5011.00	14458	IM	n/a	3.97	48	0.0946	3.7842	4.1647	N	07/2016	Incumbent
53-5011.00	14458	RT	n/a	71.52	70	6.8283	56.2651	83.0534	N	07/2016	Incumbent
53-5011.00	14472	IM	n/a	3.79	68	0.1495	3.4905	4.0872	N	07/2016	Incumbent
53-5011.00	14472	RT	n/a	99.23	73	0.7299	95.0350	99.8856	N	07/2016	Incumbent
53-5011.00	14469	IM	n/a	3.71	68	0.0838	3.5411	3.8756	N	07/2016	Incumbent
53-5011.00	14469	RT	n/a	96.14	72	3.1620	81.9884	99.2732	N	07/2016	Incumbent
53-5011.00	20934	IM	n/a	3.57	52	0.3283	2.9116	4.2297	N	07/2016	Incumbent
53-5011.00	20934	RT	n/a	81.60	69	6.5538	64.9835	91.3728	N	07/2016	Incumbent
53-5011.00	14473	IM	n/a	3.56	65	0.2328	3.0977	4.0279	N	07/2016	Incumbent
53-5011.00	14473	RT	n/a	92.67	72	3.7675	80.7076	97.4476	N	07/2016	Incumbent
53-5011.00	14470	IM	n/a	3.45	62	0.1148	3.2195	3.6787	N	07/2016	Incumbent
53-5011.00	14470	RT	n/a	83.45	70	8.3453	60.1664	94.3921	N	07/2016	Incumbent
53-5011.00	14465	IM	n/a	3.43	52	0.3177	2.7890	4.0647	N	07/2016	Incumbent
53-5011.00	14465	RT	n/a	70.18	70	9.1679	49.5468	84.9369	N	07/2016	Incumbent
53-5011.00	14471	IM	n/a	3.39	67	0.1796	3.0296	3.7469	N	07/2016	Incumbent
53-5011.00	14471	RT	n/a	95.41	71	3.5772	80.3068	99.0635	N	07/2016	Incumbent
53-5011.00	14474	IM	n/a	3.13	51	0.1405	2.8454	3.4097	N	07/2016	Incumbent
53-5011.00	14474	RT	n/a	89.62	70	4.6840	75.9735	95.9313	N	07/2016	Incumbent
53-5011.00	14459	IM	n/a	4.02	26	0.2600	3.4800	4.5507	N	07/2016	Incumbent
53-5011.00	14459	RT	n/a	40.45	70	12.8622	18.9708	66.3412	N	07/2016	Incumbent
53-5011.00	14460	IM	n/a	3.98	41	0.1792	3.6217	4.3461	N	07/2016	Incumbent
53-5011.00	14460	RT	n/a	47.30	72	7.5811	32.8577	62.2039	N	07/2016	Incumbent
53-5011.00	14481	IM	n/a	3.86	22	0.3280	3.1755	4.5395	N	07/2016	Incumbent
53-5011.00	14481	RT	n/a	35.86	71	7.9349	21.9341	52.6624	N	07/2016	Incumbent
53-5011.00	14464	IM	n/a	3.74	43	0.1918	3.3575	4.1316	N	07/2016	Incumbent
53-5011.00	14464	RT	n/a	60.38	69	12.0131	35.8778	80.5881	N	07/2016	Incumbent
53-5011.00	14463	IM	n/a	3.57	29	0.4345	2.6782	4.4583	N	07/2016	Incumbent
53-5011.00	14463	RT	n/a	51.43	69	10.6292	31.1778	71.2261	N	07/2016	Incumbent
53-5011.00	20935	IM	n/a	3.53	27	0.3749	2.7603	4.3017	N	07/2016	Incumbent
53-5011.00	20935	RT	n/a	36.48	70	9.2757	20.5359	56.0699	N	07/2016	Incumbent
53-5011.00	14477	IM	n/a	2.89	31	0.5702	1.7216	4.0506	N	07/2016	Incumbent
53-5011.00	14477	RT	n/a	57.54	70	13.3498	31.2967	80.1202	N	07/2016	Incumbent
53-5011.00	14484	IM	n/a	2.65	65	0.2103	2.2286	3.0690	N	07/2016	Incumbent
53-5011.00	14484	RT	n/a	88.64	72	3.1970	80.5574	93.6302	N	07/2016	Incumbent
53-5011.00	14483	IM	n/a	2.52	19	0.3960	1.6900	3.3540	N	07/2016	Incumbent
53-5011.00	14483	RT	n/a	31.55	70	10.5202	14.8523	54.9172	N	07/2016	Incumbent
53-5021.00	23802	IM	n/a	5.00	60	0.0000	n/a	n/a	N	08/2022	Incumbent
53-5021.00	23802	RT	n/a	97.90	63	1.4277	92.0834	99.4681	N	08/2022	Incumbent
53-5021.00	23803	IM	n/a	4.90	55	0.0501	4.8028	5.0000	N	08/2022	Incumbent
53-5021.00	23803	RT	n/a	94.73	61	3.5010	81.5536	98.6485	N	08/2022	Incumbent
53-5021.00	23804	IM	n/a	4.87	59	0.0474	4.7788	4.9685	N	08/2022	Incumbent
53-5021.00	23804	RT	n/a	97.06	63	1.8039	90.3179	99.1528	N	08/2022	Incumbent
53-5021.00	23805	IM	n/a	4.83	62	0.0798	4.6710	4.9903	N	08/2022	Incumbent
53-5021.00	23805	RT	n/a	100.00	63	0.0000	n/a	n/a	N	08/2022	Incumbent
53-5021.00	23806	IM	n/a	4.75	106	0.0549	4.6440	4.8618	N	08/2022	Incumbent
53-5021.00	23806	RT	n/a	99.75	108	0.2517	98.1856	99.9658	N	08/2022	Incumbent
53-5021.00	23807	IM	n/a	4.72	58	0.0827	4.5548	4.8858	N	08/2022	Incumbent
53-5021.00	23807	RT	n/a	94.69	63	3.0747	84.0051	98.3754	N	08/2022	Incumbent
53-5021.00	23808	IM	n/a	4.70	106	0.1043	4.4889	4.9026	N	08/2022	Incumbent
53-5021.00	23808	RT	n/a	97.90	110	1.5444	91.3195	99.5179	N	08/2022	Incumbent
53-5021.00	23809	IM	n/a	4.64	75	0.0869	4.4627	4.8089	N	08/2022	Incumbent
53-5021.00	23809	RT	n/a	97.33	77	2.6953	82.2130	99.6530	N	08/2022	Incumbent
53-5021.00	23810	IM	n/a	4.58	104	0.0948	4.3968	4.7730	N	08/2022	Incumbent
53-5021.00	23810	RT	n/a	98.72	108	0.8301	95.4492	99.6482	N	08/2022	Incumbent
53-5021.00	23811	IM	n/a	4.57	85	0.1083	4.3510	4.7819	N	08/2022	Incumbent
53-5021.00	23811	RT	n/a	77.15	108	5.9376	63.3961	86.8160	N	08/2022	Incumbent
53-5021.00	23812	IM	n/a	4.49	57	0.1904	4.1062	4.8690	N	08/2022	Incumbent
53-5021.00	23812	RT	n/a	93.14	62	4.4513	77.1248	98.2030	N	08/2022	Incumbent
53-5021.00	23813	IM	n/a	4.45	57	0.2020	4.0494	4.8586	N	08/2022	Incumbent
53-5021.00	23813	RT	n/a	93.87	60	4.0358	79.0077	98.4189	N	08/2022	Incumbent
53-5021.00	23814	IM	n/a	4.39	92	0.1718	4.0516	4.7342	N	08/2022	Incumbent
53-5021.00	23814	RT	n/a	84.11	108	4.4622	73.1947	91.1182	N	08/2022	Incumbent
53-5021.00	23815	IM	n/a	4.38	95	0.0790	4.2238	4.5374	N	08/2022	Incumbent
53-5021.00	23815	RT	n/a	89.49	110	3.4780	80.3569	94.6552	N	08/2022	Incumbent
53-5021.00	23817	IM	n/a	4.34	86	0.1419	4.0602	4.6244	N	08/2022	Incumbent
53-5021.00	23817	RT	n/a	74.08	107	6.7446	58.7524	85.1514	N	08/2022	Incumbent
53-5021.00	23816	IM	n/a	4.34	105	0.1353	4.0682	4.6048	N	08/2022	Incumbent
53-5021.00	23816	RT	n/a	98.79	108	0.9968	93.9986	99.7640	N	08/2022	Incumbent
53-5021.00	23819	IM	n/a	4.25	105	0.1248	4.0068	4.5018	N	08/2022	Incumbent
53-5021.00	23819	RT	n/a	94.78	111	2.8274	85.4023	98.2557	N	08/2022	Incumbent
53-5021.00	23818	IM	n/a	4.25	50	0.1945	3.8600	4.6416	N	08/2022	Incumbent
53-5021.00	23818	RT	n/a	78.46	61	10.8572	50.1900	92.9400	N	08/2022	Incumbent
53-5021.00	23820	IM	n/a	4.24	52	0.1198	4.0024	4.4832	N	08/2022	Incumbent
53-5021.00	23820	RT	n/a	70.41	78	9.7691	48.3304	85.8216	N	08/2022	Incumbent
53-5021.00	23821	IM	n/a	4.21	75	0.1376	3.9344	4.4827	N	08/2022	Incumbent
53-5021.00	23821	RT	n/a	75.99	107	5.5853	63.2987	85.3052	N	08/2022	Incumbent
53-5021.00	23822	IM	n/a	4.17	59	0.1282	3.9149	4.4281	N	08/2022	Incumbent
53-5021.00	23822	RT	n/a	97.81	62	1.7337	89.8482	99.5585	N	08/2022	Incumbent
53-5021.00	23823	IM	n/a	4.10	89	0.1494	3.8020	4.3956	N	08/2022	Incumbent
53-5021.00	23823	RT	n/a	78.61	108	6.5584	62.9103	88.8430	N	08/2022	Incumbent
53-5021.00	23824	IM	n/a	4.09	96	0.1126	3.8619	4.3089	N	08/2022	Incumbent
53-5021.00	23824	RT	n/a	85.80	111	3.7100	76.7701	91.7009	N	08/2022	Incumbent
53-5021.00	23825	IM	n/a	3.53	66	0.1930	3.1425	3.9135	N	08/2022	Incumbent
53-5021.00	23825	RT	n/a	90.49	77	4.3950	77.4828	96.3412	N	08/2022	Incumbent
53-5021.00	23826	IM	n/a	3.51	78	0.1290	3.2537	3.7675	N	08/2022	Incumbent
53-5021.00	23826	RT	n/a	74.35	107	8.0674	55.6176	87.0249	N	08/2022	Incumbent
53-5021.00	23827	IM	n/a	4.52	58	0.1774	4.1676	4.8782	N	08/2022	Incumbent
53-5021.00	23827	RT	n/a	58.03	111	6.8881	44.1122	70.7718	N	08/2022	Incumbent
53-5021.00	23828	IM	n/a	4.27	72	0.1320	4.0029	4.5295	N	08/2022	Incumbent
53-5021.00	23828	RT	n/a	61.59	111	6.9871	47.1784	74.2253	N	08/2022	Incumbent
53-5021.00	23829	IM	n/a	3.54	65	0.1728	3.1969	3.8872	N	08/2022	Incumbent
53-5021.00	23829	RT	n/a	63.62	108	7.3692	48.1984	76.6801	N	08/2022	Incumbent
53-5021.00	23830	IM	n/a	3.20	32	0.1584	2.8730	3.5191	N	08/2022	Incumbent
53-5021.00	23830	RT	n/a	30.23	107	7.1866	18.0624	45.9849	N	08/2022	Incumbent
53-5022.00	14537	IM	n/a	4.77	44	0.0828	4.6076	4.9415	N	08/2023	Incumbent
53-5022.00	14537	RT	n/a	91.60	48	2.9609	83.4144	95.9472	N	08/2023	Incumbent
53-5022.00	14538	IM	n/a	4.64	40	0.1083	4.4200	4.8581	N	08/2023	Incumbent
53-5022.00	14538	RT	n/a	80.15	48	4.5040	69.5522	87.7069	N	08/2023	Incumbent
53-5022.00	14540	IM	n/a	4.63	40	0.0948	4.4362	4.8197	N	08/2023	Incumbent
53-5022.00	14540	RT	n/a	88.07	47	3.4876	79.1020	93.5097	N	08/2023	Incumbent
53-5022.00	14535	IM	n/a	4.61	37	0.1347	4.3384	4.8849	N	08/2023	Incumbent
53-5022.00	14535	RT	n/a	85.66	48	5.1688	71.9267	93.3011	N	08/2023	Incumbent
53-5022.00	14545	IM	n/a	4.55	38	0.1266	4.2978	4.8108	N	08/2023	Incumbent
53-5022.00	14545	RT	n/a	87.86	48	6.9583	66.0797	96.4150	N	08/2023	Incumbent
53-5022.00	14536	IM	n/a	4.51	45	0.1338	4.2381	4.7772	N	08/2023	Incumbent
53-5022.00	14536	RT	n/a	96.89	48	3.1833	78.7885	99.6199	N	08/2023	Incumbent
53-5022.00	14541	IM	n/a	4.42	36	0.1608	4.0897	4.7426	N	08/2023	Incumbent
53-5022.00	14541	RT	n/a	78.61	48	5.7720	64.8191	87.9994	N	08/2023	Incumbent
53-5022.00	14542	IM	n/a	4.38	42	0.1784	4.0154	4.7361	N	08/2023	Incumbent
53-5022.00	14542	RT	n/a	88.99	48	9.1432	55.2866	98.1435	N	08/2023	Incumbent
53-5022.00	14548	IM	n/a	4.38	39	0.2248	3.9204	4.8306	N	08/2023	Incumbent
53-5022.00	14548	RT	n/a	87.37	48	8.6788	58.7087	97.1125	N	08/2023	Incumbent
53-5022.00	14543	IM	n/a	4.31	29	0.3141	3.6649	4.9518	N	08/2023	Incumbent
53-5022.00	14543	RT	n/a	71.62	48	12.2214	42.9484	89.4278	N	08/2023	Incumbent
53-5022.00	14544	IM	n/a	4.23	42	0.1332	3.9565	4.4945	N	08/2023	Incumbent
53-5022.00	14544	RT	n/a	85.57	48	5.9056	69.3772	93.9456	N	08/2023	Incumbent
53-5022.00	14539	IM	n/a	4.04	39	0.1727	3.6942	4.3934	N	08/2023	Incumbent
53-5022.00	14539	RT	n/a	77.74	48	4.4667	67.5057	85.4400	N	08/2023	Incumbent
53-5022.00	14547	IM	n/a	3.72	31	0.2201	3.2687	4.1675	N	08/2023	Incumbent
53-5022.00	14547	RT	n/a	72.76	47	6.7141	57.4581	84.0814	N	08/2023	Incumbent
53-5022.00	14546	IM	n/a	3.88	25	0.1941	3.4825	4.2837	N	08/2023	Incumbent
53-5022.00	14546	RT	n/a	60.10	47	13.0213	33.5534	81.8000	N	08/2023	Incumbent
53-5022.00	14549	IM	n/a	3.58	16	0.5468	2.4110	4.7420	N	08/2023	Incumbent
53-5022.00	14549	RT	n/a	30.45	48	7.9623	17.0480	48.2618	N	08/2023	Incumbent
53-5022.00	14550	IM	n/a	3.42	18	0.1696	3.0592	3.7747	N	08/2023	Incumbent
53-5022.00	14550	RT	n/a	27.34	47	9.1578	12.9520	48.7645	N	08/2023	Incumbent
53-5031.00	14553	IM	n/a	4.82	45	0.0441	4.7335	4.9111	N	08/2024	Incumbent
53-5031.00	14553	RT	n/a	98.72	47	1.3148	90.4404	99.8424	N	08/2024	Incumbent
53-5031.00	14552	IM	n/a	4.78	43	0.0836	4.6144	4.9518	N	08/2024	Incumbent
53-5031.00	14552	RT	n/a	94.48	47	3.5811	81.1190	98.5558	N	08/2024	Incumbent
53-5031.00	14559	IM	n/a	4.73	46	0.0824	4.5670	4.8990	N	08/2024	Incumbent
53-5031.00	14559	RT	n/a	98.98	47	1.1085	91.4352	99.8862	N	08/2024	Incumbent
