styrk08,styrk08_name,eloundou_beta,eloundou_q,felten_aioe,felten_q,felten_aioe_lm,felten_lm_q,handa_overall,handa_overall_q,handa_automation,handa_automation_q,handa_augmentation,handa_augmentation_q,anthropic2026_job_exposure,anthropic2026_q,mouchel_grounded,mouchel_grounded_q,mouchel_calibrated,mouchel_calibrated_q,relational,relational_q,ai_exposure_z,relational_z,exposure_relational_interaction,quadrant
7132,Overflatebehandlere og lakkerere,0.043478,1.0,-1.284442,1.0,-1.423395,1.0,,,,,,,0.0,1.0,0.033024,1.0,0.019241,1.0,-1.362639,1.0,-1.3837313614092992,-1.5720911164200566,2.17535178078339,shielded_transactional
7133,"Feiere, fasaderenholdere mv.",,,,,,,,,,,,,,,,,,,,,,,,
7211,Støpere,0.040698,1.0,-1.443244,1.0,-1.374936,1.0,,,,,,,0.0,1.0,0.020868,1.0,0.012035,1.0,-1.609881,1.0,-1.4750004750348005,-1.8523943893830117,2.7322826042917416,shielded_transactional
7212,Sveisere,0.078209,1.0,-1.100004,1.0,-1.172826,1.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.061788,1.0,0.036769,1.0,-1.713951,1.0,-1.2038206639112898,-1.9703806603938219,2.3719849547532563,shielded_transactional
7213,Kopper- og blikkenslagere,0.075509,1.0,-0.998213,1.0,-1.10075,1.0,0.00318394,1.0,0.0,1.0,0.5,2.0,0.0,1.0,0.055563,1.0,0.034654,1.0,-0.771523,1.0,-1.1558329590460872,-0.9019309110311254,1.042481473752239,shielded_transactional
7214,Platearbeidere,0.040909,1.0,-1.609123,1.0,-1.519924,1.0,,,,,,,0.016367,3.0,0.066516,1.0,0.042546,1.0,-1.157565,1.0,-1.5630291135439545,-1.3395945608202595,2.093825298907193,shielded_transactional
7215,Riggere og spleisere,0.0,1.0,-1.221519,1.0,-1.277513,1.0,,,,,,,0.0,1.0,0.04162,1.0,0.016845,1.0,-0.884715,1.0,-1.4521557996497159,-1.0302589785650509,1.496096550864431,shielded_transactional
7221,Smeder,0.041667,1.0,-0.804668,2.0,-0.880991,2.0,,,,,,,0.0,1.0,0.0869,2.0,0.039777,1.0,-1.053525,1.0,-1.1319420057188017,-1.2216423014182736,1.3828282369383333,shielded_transactional
7222,"Verktøymaker, låsesmeder mv.",0.252495,2.0,-0.583198,2.0,-0.768557,2.0,0.28720521,5.0,0.23019608,3.0,0.43647058,2.0,0.020117,3.0,0.16682,2.0,0.125802,3.0,-1.235224,1.0,-0.5191256696498705,-1.4276381451426245,0.741123608114864,shielded_transactional
7223,Metalldreiere mv.,0.121247,1.0,-0.921491,2.0,-1.029698,1.0,0.02707377,3.0,0.26466883,3.0,0.33533117,1.0,0.001955,2.0,0.081013,2.0,0.047666,2.0,-1.245465,1.0,-1.0075827877744286,-1.4392485746748787,1.4501620911712871,shielded_transactional
7224,Metallslipere,0.034524,1.0,-1.013724,1.0,-1.158376,1.0,,,,,,,0.0,1.0,0.067037,1.0,0.038725,1.0,-1.154417,1.0,-1.2602659545283004,-1.336025609334317,1.6837475898219671,shielded_transactional
7231,Bilmekanikere,0.085073,1.0,-0.938792,2.0,-0.949522,2.0,0.01083567,2.0,0.18377879,2.0,0.56622121,2.0,0.01015,2.0,0.078513,1.0,0.047166,1.0,-0.599089,2.0,-1.101683905238943,-0.7064389858319513,0.7782724607243825,shielded_transactional
7232,Mekanikere innen flytekniske fag,0.272292,3.0,-0.337818,3.0,-0.464365,2.0,0.01453315,2.0,0.12179487,1.0,0.87820513,5.0,0.05075,3.0,0.226785,3.0,0.171779,3.0,0.030332,3.0,-0.34172922592940674,0.007148375423887616,-0.0024428088002579097,shielded_relational
7233,Anleggsmaskin- og industrimekanikere,0.133854,2.0,-1.047415,1.0,-1.089484,1.0,0.01337769,2.0,0.13491978,2.0,0.86508022,5.0,0.013933,3.0,0.092803,2.0,0.054397,2.0,-0.754298,1.0,-1.0452064934768834,-0.8824025789646202,0.9222929053945694,shielded_transactional
7234,Sykkelreparatører mv.,0.256852,2.0,-0.471562,2.0,-0.468443,2.0,0.02269842,2.0,0.24358974,3.0,0.75641026,5.0,0.05075,3.0,0.170965,3.0,0.122895,3.0,0.461047,4.0,-0.44932754114054896,0.4954587119129921,-0.22262324476052836,shielded_relational
7311,Presisjonsinstrumentmakere og -reparatører,0.288322,3.0,-0.11379,3.0,-0.407529,2.0,0.01396826,2.0,0.18513923,2.0,0.48152743,2.0,0.035675,3.0,0.166997,3.0,0.123681,3.0,-0.659281,2.0,-0.18456537572773446,-0.7746798777766298,0.1429790827105591,shielded_transactional
7312,Musikkinstrumentmakere og -stemmere,0.214932,2.0,-0.275572,3.0,-0.349294,3.0,0.01253035,2.0,0.12179487,2.0,0.37820513,2.0,0.05075,4.0,0.146249,2.0,0.108831,2.0,0.122024,3.0,-0.44308365826761353,0.11110145663387327,-0.04922723984419719,shielded_relational
7313,"Gull- og sølvsmeder, gravører mv.",0.205357,2.0,-0.15602,3.0,-0.636654,2.0,0.0514566,3.0,0.46214099,5.0,0.53785901,2.0,0.0,1.0,0.038132,1.0,0.027612,1.0,-0.727967,2.0,-0.4017470537327711,-0.8525505898997058,0.3425096876503428,shielded_transactional
7314,Keramikere mv.,0.164801,2.0,-1.056468,1.0,-1.0793,1.0,0.18441183,4.0,0.40672904,5.0,0.59327096,3.0,0.02695,3.0,0.140045,2.0,0.097903,2.0,-0.847108,1.0,-0.977432678446903,-0.9876231594634507,0.9653351500505534,shielded_transactional
7315,Glasshåndverkere,0.035565,1.0,-1.092639,1.0,-1.135503,1.0,0.01889823,2.0,0.29192547,3.0,0.70807453,4.0,0.0,1.0,0.048875,1.0,0.026057,1.0,-1.126718,1.0,-1.2999377563923489,-1.3046226909070238,1.6959282937562252,shielded_transactional
7316,Dekormalere mv.,0.068182,1.0,-0.805041,2.0,-0.862823,2.0,0.00308123,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.057675,1.0,0.027812,1.0,-1.056441,1.0,-1.069933947222644,-1.2249482297959762,1.310613694648999,shielded_transactional
7317,Kunsthåndverkere i tre mv.,0.258621,3.0,-0.929528,2.0,-0.917362,2.0,0.34992543,5.0,0.52153262,5.0,0.47846738,2.0,0.0539,4.0,0.229773,3.0,0.167687,3.0,-0.445314,2.0,-0.6895772867003671,-0.5321011476010746,0.3669248656129006,shielded_transactional
7318,"Vevere, strikkere mv. (innen husflidsproduksjon)",0.058824,1.0,-0.990912,1.0,-1.006982,1.0,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,-0.710127,2.0,-1.1910815281625036,-0.8323250198523063,0.9913669565735711,shielded_transactional
7319,Andre kunsthåndverkere,0.258621,3.0,-0.929528,2.0,-0.917362,2.0,0.34992543,5.0,0.52153262,5.0,0.47846738,2.0,0.0539,4.0,0.229773,3.0,0.167687,3.0,-0.445314,2.0,-0.6895772867003671,-0.5321011476010746,0.3669248656129006,shielded_transactional
7321,Førtrykkere,0.541331,5.0,0.377286,4.0,-0.033259,3.0,0.1048133,4.0,0.46867464,5.0,0.53132536,2.0,0.2829,5.0,0.545993,5.0,0.555375,5.0,-0.485406,2.0,0.6710912840911749,-0.5775542616336048,-0.3875916310720262,exposed_transactional
7322,Trykkere,0.2875,3.0,-0.709388,2.0,-0.84434,2.0,0.00554622,1.0,0.50943396,5.0,0.49056604,2.0,0.0,1.0,0.166629,2.0,0.120365,3.0,-0.690967,2.0,-0.504343150995718,-0.8106029390166465,0.40882204047004533,shielded_transactional
7323,Innbindere mv.,0.089744,1.0,-0.906209,2.0,-0.913929,2.0,0.00174603,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.102227,2.0,0.059932,2.0,-1.05434,1.0,-1.073336846444533,-1.222566283457995,1.3122254392562172,shielded_transactional
7411,Elektrikere,0.128171,1.0,-0.86193,2.0,-0.976706,1.0,0.01278712,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0.158562,2.0,0.087874,2.0,-0.426451,2.0,-0.9595527522447829,-0.5107157816927734,0.4900587339381464,shielded_transactional
7412,Automatikere,0.199194,2.0,-0.760639,2.0,-0.843181,2.0,0.0175288,2.0,0.17039671,2.0,0.71849218,4.0,0.010138,2.0,0.131013,2.0,0.073063,2.0,-0.573789,2.0,-0.7388695881100023,-0.677755862390292,0.5007731948834544,shielded_transactional
7413,Energimontører,0.205128,2.0,-0.550957,2.0,-0.616631,2.0,0.02269842,2.0,0.24358974,3.0,0.75641026,5.0,0.05075,4.0,0.151679,2.0,0.108831,2.0,-0.174708,3.0,-0.6130480129520105,-0.22530963368590887,0.1381256232300918,shielded_transactional
7421,Serviceelektronikere,0.295995,3.0,-0.453807,2.0,-0.569498,2.0,0.03838337,3.0,0.20744282,2.0,0.79255718,5.0,0.029743,3.0,0.196432,3.0,0.136279,3.0,-0.385377,2.0,-0.34801853862501875,-0.46414935433140114,0.16153257999816023,shielded_transactional
7422,Tele- og IKT-installatører,0.239334,2.0,-0.619783,2.0,-0.706401,2.0,0.05029258,3.0,0.13617904,2.0,0.86382096,5.0,0.0345,3.0,0.145723,2.0,0.108302,2.0,-0.308617,3.0,-0.5695269288254049,-0.37712498455346516,0.21478283423606329,shielded_transactional
7511,"Slaktere, fiskehandlere mv.",0.049561,1.0,-1.167537,1.0,-1.083877,1.0,,,,,,,0.0,1.0,0.021236,1.0,0.014514,1.0,-0.743247,2.0,-1.3070719703228197,-0.869873835994115,1.1369877087450972,shielded_transactional
7512,"Bakere, konditorer mv.",0.264706,3.0,-0.385299,2.0,-0.474294,2.0,0.0105789,2.0,0.36363636,4.0,0.63636364,3.0,0.0,1.0,0.091838,2.0,0.092405,2.0,-0.930023,1.0,-0.38486572412511827,-1.0816255776517982,0.41628061117520865,shielded_transactional
7513,Ystere mv. (gårdsproduksjon),0.129121,2.0,-0.658513,2.0,-0.737591,2.0,0.05494867,3.0,0.28482328,3.0,0.71517672,4.0,0.0,1.0,0.072609,1.0,0.038211,1.0,-1.109005,1.0,-0.8487675965422037,-1.2845411033369796,1.0902768649389987,shielded_transactional
7514,"Saftere, syltere mv. (gårdsproduksjon)",0.129032,2.0,-0.555989,2.0,-0.618534,2.0,,,,,,,0.0,2.0,0.089529,2.0,0.050177,2.0,-1.6394,1.0,-0.7942630218367017,-1.885860678745634,1.4978694014635205,shielded_transactional
7515,Prøvesmakere og kvalitetsbedømmere av mat og drikke,0.195833,2.0,-0.600241,2.0,-0.520246,2.0,0.02423904,2.0,0.28,3.0,0.72,4.0,0.0,2.0,0.054883,1.0,0.029708,1.0,-0.978908,1.0,-0.6611562100674409,-1.1370474942306725,0.7517660119522318,shielded_transactional
7522,Møbelsnekkere,0.139119,2.0,-1.07775,1.0,-1.143812,1.0,0.12253039,4.0,0.23419991,3.0,0.26580009,1.0,0.007525,2.0,0.072699,1.0,0.052319,2.0,-1.103332,1.0,-1.0490429232006746,-1.2781095081083418,1.3407917345565512,shielded_transactional
7531,"Skreddere, buntmakere mv.",0.090909,1.0,-0.430527,2.0,-0.606538,2.0,0.0923343,4.0,0.34418605,4.0,0.65581395,4.0,0.0342,3.0,0.046424,1.0,0.029179,1.0,-1.016029,1.0,-0.8167492199442514,-1.1791323252693224,0.9630554068747704,shielded_transactional
7532,Gradører,0.209821,2.0,-0.684681,2.0,-0.79833,2.0,0.06866016,3.0,0.35545385,4.0,0.64454615,3.0,0.005067,2.0,0.119442,2.0,0.069831,2.0,-1.14666,1.0,-0.6734014157539487,-1.3272313410126984,0.893759464070963,shielded_transactional
7534,Møbeltapetserere mv.,0.191176,2.0,-1.313735,1.0,-1.405178,1.0,0.00215686,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.116505,2.0,0.074096,2.0,-0.5844,2.0,-1.0528481815427955,-0.6897857684313768,0.7262396919470749,shielded_transactional
7535,Skinnberedere og garvere,0.1,1.0,-1.370968,1.0,-1.03238,1.0,,,,,,,0.0,2.0,0.014907,1.0,0.0,1.0,-1.918593,1.0,-1.2973003339490545,-2.202387448826552,2.857157972847892,shielded_transactional
7536,Skomakere,0.058824,1.0,-0.990912,1.0,-1.006982,1.0,,,,,,,0.0,2.0,0.0,1.0,0.0,1.0,-0.710127,2.0,-1.1910815281625036,-0.8323250198523063,0.9913669565735711,shielded_transactional
7541,Yrkesdykkere,0.066667,1.0,-1.102728,1.0,-1.08214,1.0,0.00236228,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.103088,2.0,0.053848,2.0,0.065752,3.0,-1.2323531702733415,0.047304748242210835,-0.0582961564652708,shielded_relational
7542,Skytebaser og sprengningsarbeidere,0.135417,2.0,-0.773027,2.0,-0.95474,2.0,,,,,,,0.0,2.0,0.027892,1.0,0.014506,1.0,-0.368279,2.0,-0.8951084970729128,-0.4447650047422512,0.39811293494546346,shielded_transactional
7543,Produkttestere (ikke matprodukter),0.416667,4.0,-0.02934,3.0,-0.155678,3.0,0.16710557,4.0,0.36516129,4.0,0.63483871,3.0,0.0324,3.0,0.142693,2.0,0.07355,2.0,-0.913652,1.0,0.16161408716221676,-1.0630654427164856,-0.17180635111832265,exposed_transactional
7544,Desinfeksjonsarbeidere og skadedyrbekjempere,0.220034,2.0,-0.721739,2.0,-0.714494,2.0,0.03605043,3.0,0.14193548,2.0,0.35806452,2.0,0.051433,4.0,0.177593,3.0,0.114728,3.0,0.316973,4.0,-0.6692171153672879,0.33211909425553593,-0.22225978221608614,shielded_relational
7549,Andre håndverkere,0.146875,2.0,-0.434261,2.0,-0.56864,2.0,0.00554622,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.132729,2.0,0.088446,2.0,-0.451805,2.0,-0.6874395113850442,-0.5394601260303162,0.37084620544999497,shielded_transactional
8111,Bergfagarbeidere,0.039345,1.0,-1.265259,1.0,-1.371282,1.0,0.00626518,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.033387,1.0,0.019591,1.0,-0.953341,1.0,-1.3831905568799283,-1.1080616674704786,1.5326604348857933,shielded_transactional
8112,Prosessoperatører (oppredning),0.106686,1.0,-1.092681,1.0,-1.129999,1.0,0.00231093,1.0,0.0,1.0,0.0,1.0,0.02125,3.0,0.021801,1.0,0.007837,1.0,-1.045855,1.0,-1.1331024580231646,-1.2129466667622446,1.3743928495593036,shielded_transactional
8113,Operatører innen boring mv.,0.042173,1.0,-1.078777,1.0,-1.156374,1.0,0.02043885,2.0,0.21511628,2.0,0.78488372,5.0,0.0,2.0,0.045657,1.0,0.029375,1.0,-0.637194,2.0,-1.2770370075802695,-0.7496393976400317,0.9573172531265018,shielded_transactional
8114,Operatører innen produksjon av betong mv.,0.095499,1.0,-0.903165,2.0,-1.02159,1.0,0.01006536,1.0,0.18359375,2.0,0.31640625,1.0,0.01865,3.0,0.061521,1.0,0.033543,1.0,-0.858871,1.0,-1.058210508006961,-1.000959111283381,1.059225449645383,shielded_transactional
8121,Operatører innen metallurgiske prosessfag,0.095588,1.0,-1.118531,1.0,-1.225756,1.0,0.00169468,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.068615,1.0,0.043336,1.0,-1.207828,1.0,-1.1729348074542831,-1.3965787439644541,1.6380958201466915,shielded_transactional
8122,Operatører innen metallflatebehandling,0.084303,1.0,-1.054401,1.0,-1.077039,1.0,0.00246499,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.02829,1.0,0.01795,1.0,-1.149121,1.0,-1.1651867835030143,-1.330021426656569,1.549723388116058,shielded_transactional
8131,Operatører innen kjemisk industri,0.122004,1.0,-0.877614,2.0,-0.989208,1.0,0.01140056,2.0,0.14596273,2.0,0.35403727,2.0,0.0,2.0,0.096286,2.0,0.050617,2.0,-1.070766,1.0,-0.9823912024007149,-1.241188773009485,1.219332931123056,shielded_transactional
8132,Operatører innen produksjon av fotofilm og -papir mv.,0.38,3.0,-0.361581,3.0,-0.497763,2.0,0.05885156,3.0,0.68656716,5.0,0.31343284,1.0,0.0108,2.0,0.239422,3.0,0.212321,3.0,0.029411,3.0,-0.10171583537699805,0.0061042190329876796,-0.000620895738264513,shielded_relational
8141,Operatører innen produksjon av gummiprodukter,0.086664,1.0,-1.167637,1.0,-1.164912,1.0,0.01052755,1.0,0.14596273,2.0,0.35403727,2.0,0.0085,2.0,0.062529,1.0,0.03217,1.0,-1.363963,1.0,-1.220077605429605,-1.5735921620894937,1.9199045570449442,shielded_transactional
8142,Operatører innen plastprodukter,0.09411,1.0,-1.017296,1.0,-1.083311,1.0,0.00164332,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.065672,1.0,0.037444,1.0,-1.277114,1.0,-1.122376873016149,-1.4751296882640124,1.655651446807049,shielded_transactional
8143,Operatører innen papirprodukter,0.032258,1.0,-1.092731,1.0,-1.101458,1.0,,,,,,,0.0,2.0,0.014195,1.0,0.012876,1.0,-0.948074,1.0,-1.3077454403270552,-1.1020903626812604,1.4412536466248087,shielded_transactional
8151,Spinne- og nøstemaskinoperatører,0.085714,1.0,-1.392929,1.0,-1.416544,1.0,,,,,,,0.0,2.0,0.027107,1.0,0.009917,1.0,-1.730008,1.0,-1.342536663391337,-1.9885848071567755,2.6697480118709627,shielded_transactional
8152,Operatører innen tekstilproduksjon mv.,0.15625,2.0,-1.241662,1.0,-1.155505,1.0,0.06866016,3.0,0.35545385,4.0,0.64454615,3.0,0.032,3.0,0.077633,1.0,0.050156,2.0,-1.719058,1.0,-1.0963256577584173,-1.9761705699359782,2.1665264999278877,shielded_transactional
8153,Industrisyere,0.081395,1.0,-0.963966,1.0,-1.272624,1.0,,,,,,,0.0,2.0,0.013229,1.0,0.011471,1.0,-1.886862,1.0,-1.1237473591417326,-2.166413370173299,2.4345013035415857,shielded_transactional
8154,Operatører innen tekstilbearbeiding,0.157895,2.0,-0.860931,2.0,-0.922965,2.0,0.00380019,1.0,0.0,1.0,0.0,1.0,0.0211,3.0,0.084731,2.0,0.039796,1.0,-1.538633,1.0,-0.8892838385733518,-1.7716190858663574,1.5754722211690468,shielded_transactional
8155,"Operatører innen pels, skinn- og lærbearbeiding",,,,,,,,,,,,,,,,,,,,,,,,
8156,Operatører innen skinn og lærprodukter,0.086957,1.0,-1.029855,1.0,-1.052404,1.0,,,,,,,0.0,2.0,0.030138,1.0,0.02403,1.0,-1.349691,1.0,-1.1458608876275378,-1.5574117060515742,1.7845771598977749,shielded_transactional
8157,Renseri- og vaskerimaskinoperatører,0.05,1.0,-1.054399,1.0,-0.889488,2.0,0.00246499,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.00362,1.0,0.004063,1.0,-0.790545,1.0,-1.2456643385747599,-0.9234965384661945,1.1503667047645725,shielded_transactional
8159,"Andre operatører innen produksjon av tekstiler, pels, skinn og lær",,,,,,,,,,,,,,,,,,,,,,,,
8160,Operatører innen næringsmiddelproduksjon,0.093217,1.0,-0.739321,2.0,-0.800834,2.0,0.05494867,3.0,0.28482328,3.0,0.71517672,4.0,0.0,2.0,0.067011,1.0,0.036377,1.0,-1.064988,1.0,-0.976126670426307,-1.2346381371499628,1.2051632139975315,shielded_transactional
8171,Operatører innen treforedling,0.052632,1.0,-1.007965,1.0,-1.020829,1.0,0.00246499,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,-0.850504,1.0,-1.2147092172338876,-0.991473273582339,1.2043517240615231,shielded_transactional
8172,Operatører innen trelastproduksjon,0.058824,1.0,-1.165031,1.0,-1.265049,1.0,,,,,,,0.0,2.0,0.023207,1.0,0.01805,1.0,-1.72043,1.0,-1.2840025881607402,-1.9777260341795337,2.539405346559398,shielded_transactional
8181,Operatører innen glass- og keramisk produksjon,0.099028,1.0,-0.984438,1.0,-1.037737,1.0,0.00770308,1.0,0.09730849,1.0,0.23602484,1.0,0.007083,2.0,0.06656,1.0,0.035081,1.0,-1.281022,1.0,-1.0933035673436287,-1.4795602671734989,1.6176085182006785,shielded_transactional
8182,Fyrkjele- og turbinoperatører,0.162791,2.0,-0.50325,2.0,-0.579769,2.0,0.00174603,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.069892,1.0,0.02169,1.0,-0.665006,2.0,-0.6869157723096548,-0.7811704264605627,0.5365982867976198,shielded_transactional
8183,"Pakke-, tappe- og etikettmaskinoperatører",0.0,1.0,-0.978608,1.0,-1.010728,1.0,,,,,,,0.0,2.0,0.020692,1.0,0.008246,1.0,-0.80689,1.0,-1.322522918658947,-0.9420271966738594,1.2458525576012185,shielded_transactional
8189,Andre stasjonære maskinoperatører,0.120585,1.0,-0.916147,2.0,-0.9688,2.0,0.00554622,1.0,0.45454545,5.0,0.54545455,2.0,0.0,2.0,0.098417,2.0,0.057583,2.0,-0.919591,1.0,-1.0062840118401586,-1.0697986075433639,1.0765212346597515,shielded_transactional
8211,Montører av mekaniske produkter,0.060119,1.0,-0.912308,2.0,-0.985849,1.0,0.00482727,1.0,0.0,1.0,0.0,1.0,0.0247,3.0,0.072839,1.0,0.038308,1.0,-0.948274,1.0,-1.146095182120721,-1.1023171067400876,1.263360325204067,shielded_transactional
8212,Montører av elektriske og elektroniske produkter,0.112039,1.0,-0.56928,2.0,-0.736584,2.0,0.00321818,1.0,0.0,1.0,0.0,1.0,0.013067,3.0,0.091863,2.0,0.057063,2.0,-1.308653,1.0,-0.8412234041471636,-1.510886092620791,1.2709927421130685,shielded_transactional
8219,Andre montører,0.235294,2.0,-0.830544,2.0,-0.831601,2.0,,,,,,,,,0.177251,3.0,0.108894,2.0,-0.772761,1.0,-0.6914807945996164,-0.9033344567552668,0.6246384279463447,shielded_transactional
8311,Lokomotiv og T-baneførere,0.236651,2.0,-0.653636,2.0,-0.892047,2.0,0.00644491,1.0,0.1171875,1.0,0.6328125,3.0,0.0,2.0,0.100789,2.0,0.067962,2.0,-0.455849,2.0,-0.5938876737094256,-0.5440448908998052,0.3231015546499836,shielded_transactional
8312,Skiftekonduktører mv,0.25836,3.0,-0.512432,2.0,-0.605793,2.0,0.00671024,1.0,0.0,1.0,0.66666667,4.0,0.0,2.0,0.190727,3.0,0.126619,3.0,0.016932,3.0,-0.46760045867477307,-0.008043476517544659,0.0037611333089436487,shielded_relational
8322,"Bil-, drosje- og varebilførere",0.277177,3.0,-0.633063,2.0,-0.727415,2.0,0.00996266,1.0,0.0,1.0,0.33333333,1.0,0.007025,2.0,0.150535,2.0,0.097169,2.0,0.089124,3.0,-0.48783013517455565,0.07380205895677464,-0.0360028683970439,shielded_relational
8331,Bussjåfører og trikkeførere,0.316808,3.0,-0.343019,3.0,-0.655852,2.0,0.01164022,2.0,0.16819572,2.0,0.49847095,2.0,0.0,2.0,0.14898,2.0,0.096887,2.0,0.28949,4.0,-0.24006536580474447,0.30096105941177603,-0.07225032682067145,shielded_relational
8332,Lastebil- og trailersjåfører,0.30474,3.0,-0.501216,2.0,-0.666312,2.0,0.01607377,2.0,0.1509434,2.0,0.3490566,2.0,0.0,2.0,0.24402,3.0,0.165423,3.0,-0.112456,3.0,-0.35280228532510277,-0.15473327793530875,0.05459025407142123,shielded_transactional
8341,Jordbruks- og skogbruksmaskinførere,0.09375,1.0,-1.074429,1.0,-1.297593,1.0,,,,,,,0.0,2.0,0.019732,1.0,0.011234,1.0,-0.733874,2.0,-1.1537113039447673,-0.8592474756771714,0.9913235255747591,shielded_transactional
8342,Anleggsmaskinførere,0.01087,1.0,-1.089452,1.0,-1.310313,1.0,0.00626518,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.034405,1.0,0.018472,1.0,-0.882608,1.0,-1.3561741633145554,-1.0278702299053049,1.3939710490377666,shielded_transactional
8343,Kran- og heisførere mv.,0.20242,2.0,-0.603805,2.0,-0.687751,2.0,0.01602241,2.0,0.21165644,2.0,0.28834356,1.0,0.015475,3.0,0.128681,2.0,0.082307,2.0,-0.273975,3.0,-0.6476043602358182,-0.33785064612398036,0.21879355153837812,shielded_transactional
8344,Truckførere,0.180942,2.0,-0.626033,2.0,-0.753815,2.0,0.01366014,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.163482,2.0,0.114715,3.0,-0.073741,3.0,-0.709856403434612,-0.11084129674780498,0.07868140426142539,shielded_relational
8350,Dekks- og maskinmannskap (skip),0.021277,1.0,-1.01856,1.0,-1.222875,1.0,,,,,,,0.0,2.0,0.039691,1.0,0.025283,1.0,-0.313707,3.0,-1.2939256775766923,-0.3828956208506212,0.49543847565028826,shielded_transactional
9111,Renholdere i private hjem,0.0,1.0,-1.480657,1.0,-1.030813,1.0,0.0065733,1.0,0.5,5.0,0.5,2.0,0.0,2.0,0.004326,1.0,0.003287,1.0,-0.448927,2.0,-1.590448448044337,-0.5361972790237908,0.8527941302689844,shielded_transactional
9112,Renholdere i bedrifter,0.027778,1.0,-1.515585,1.0,-1.219731,1.0,0.0065733,1.0,0.5,5.0,0.5,2.0,0.0,2.0,0.010684,1.0,0.006291,1.0,-0.919733,1.0,-1.5439180152992822,-1.0699595958251311,1.6519298956367585,shielded_transactional
9122,Bilvaskere,0.083333,1.0,-1.629897,1.0,-1.535339,1.0,,,,,,,0.0,2.0,0.005581,1.0,0.006412,1.0,-1.342325,1.0,-1.4745840672947137,-1.549060722364963,2.2842202604714146,shielded_transactional
9123,Vinduspussere,0.0,1.0,-1.436201,1.0,-1.093042,1.0,,,,,,,0.0,2.0,0.022144,1.0,0.009172,1.0,-0.967948,1.0,-1.566723876669119,-1.124621919806934,1.7619720139869868,shielded_transactional
9129,Andre rengjørere,0.078125,1.0,-1.210591,1.0,-1.260409,1.0,0.00369748,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.073935,1.0,0.031817,1.0,-0.558065,2.0,-1.2630340493673315,-0.6599292444852859,0.8335131059581744,shielded_transactional
9211,Hjelpearbeidere i nyttevekstproduksjon,0.142857,2.0,-1.601349,1.0,-1.43235,1.0,0.06634923,3.0,0.33443163,4.0,0.66556837,4.0,0.0203,3.0,0.061516,1.0,0.028894,1.0,-0.824667,1.0,-1.3196991536253595,-0.9621813423427282,1.2697899031238107,shielded_transactional
9212,Hjelpearbeidere i husdyrproduksjon,0.0625,1.0,-1.108432,1.0,-1.088977,1.0,0.00195145,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.022476,1.0,0.012133,1.0,-0.703534,2.0,-1.2451734320331618,-0.8248504019530628,1.0270818059138282,shielded_transactional
9213,Hjelpearbeidere i kombinasjonsbruk,0.102679,1.0,-1.35489,1.0,-1.260664,1.0,0.03415034,3.0,0.16721582,2.0,0.33278418,1.0,0.01015,2.0,0.041996,1.0,0.020514,1.0,-0.7641,1.0,-1.2824348529420475,-0.8935153052877485,1.1458751691381623,shielded_transactional
9214,Hjelpearbeidere i gartneri mv.,0.083624,1.0,-1.712821,1.0,-1.544402,1.0,0.0343044,3.0,0.16721582,2.0,0.83278418,5.0,0.01015,2.0,0.036804,1.0,0.019511,1.0,-0.930235,1.0,-1.5181549112908272,-1.0818659263541552,1.6424400694527612,shielded_transactional
9215,Hjelpearbeidere i skogbruk,0.043478,1.0,-1.064205,1.0,-0.999952,1.0,,,,,,,0.0,2.0,0.024786,1.0,0.013907,1.0,-0.764397,1.0,-1.2661987802962005,-0.893852020215107,1.1317943377616633,shielded_transactional
9216,Hjelpearbeidere innen havbruk,0.05318,1.0,-1.310841,1.0,-1.300223,1.0,0.00195145,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.023791,1.0,0.013092,1.0,-1.070307,1.0,-1.3750575977207293,-1.2406683953944762,1.7059905033391602,shielded_transactional
9311,Hjelpearbeidere i bergverk,0.0,1.0,-1.543154,1.0,-1.572339,1.0,,,,,,,0.0,2.0,0.0,1.0,0.0,1.0,-0.69616,2.0,-1.6238008535067494,-0.8164903485040985,1.3258177247809784,shielded_transactional
